,name,team,age,league,position,apps,minutesPlayed,goal,assistTotal,yellowCard,redCards,passRate,aerialWonPerGame,manOfMatch,tacklePerGame,interceptionPerGame,foulsPerGame,offsideWonPerGame,clearancePerGame,wasDribbledPerGame,outFielderBlockPerGame,goalOwn,shotsPerGame,keyPassPerGame,dribbleWonPerGame,foulGivenPerGame,offsideGivenPerGame,dispossessedPerGame,turnOverPerGame,totalPassesPerGame,passSuccess,accurateCrossesPerGame,accurateLongPassPerGame,accurateThroughBallPerGame,rating
107,Seko Fofana,"Lens,",27,Ligue 1,MF,12,1116,3,2,0,0,90.7,0.5,2,0.8,0.8,0.6,0,0.3,0.8,0.2,0,2.3,1.2,1.4,1,0,1.6,1.6,50.4,90.7,0.4,2.5,0.1,7.08
108,Matthias Ginter,"Freiburg,",28,Bundesliga,DF,15,1350,2,1,2,0,84.2,3.4,0,1.2,1.3,0.7,0.3,3.5,0.6,0.7,0,0.6,0.4,0.1,1,0.1,0.1,0.4,57.7,84.2,0,4.1,0,7.08
109,Rafael Tolói,"Atalanta,",32,Serie A,DF,10,857,1,0,3,0,75.3,1.6,1,2,2.1,0.8,0.4,2.5,0.7,0.8,0,1,0.8,0.1,0.5,0,0.1,0.6,39.7,75.3,0.1,3.5,0,7.08
110,Adam Ounas,"Lille,",26,Ligue 1,MF,7,665,1,1,1,0,80.2,0.4,0,0.9,0.3,1.1,0.1,0.2,0.4,0,0,1.9,1.8,2.5,2.1,0.2,2,1.9,26.8,80.2,0.8,1.7,0.2,7.08
111,Alphonso Davies,"Bayern,",22,Bundesliga,DF,12,1005,0,1,0,0,89.1,0.2,1,1.8,1.3,0.3,0.3,0.7,0.4,0.1,0,0.6,1.9,1.7,1.2,0.2,0.6,2.3,54.3,89.1,0.2,1.3,0,7.08
112,Nuno Mendes,"PSG,",20,Ligue 1,DF,8,753,1,3,1,0,85.9,0.4,0,1.8,0.8,0.8,0.2,0.6,0.4,0.2,0,0.4,1.2,0.9,0.8,0.2,0.9,1.3,31.9,85.9,0.2,0.6,0.2,7.08
113,Paulo Otávio,"Wolfsburg,",28,Bundesliga,DF,13,1132,0,4,4,0,75.2,1.2,0,3,1.5,0.8,0.2,2.9,0.5,0.3,1,0.7,0.8,0.8,1.8,0,0.4,1.1,41,75.2,0.9,2,0.1,7.07
114,Pau López,"Marseille,",27,Ligue 1,GK,12,1080,0,1,1,0,75.4,0.2,0,0,0,0,0,0.3,0.1,0,0,0,0.1,0,0.2,0,0,0,31.2,75.4,0,6.3,0,7.07
115,Alassane Plea,"Borussia M.Gladbach,",29,Bundesliga,MF,10,830,2,7,2,0,71.9,0.5,2,0.5,0.8,1.1,0,0.9,0.6,0.1,0,1.4,1.8,0.7,1.4,0,1,2.1,30.1,71.9,0.5,1.9,0.4,7.07
116,Pierre-Emile Højbjerg,"Tottenham,",27,Premier League,MF,14,1245,3,2,1,0,89.2,0.4,1,1.3,1.4,0.7,0,1.4,0.6,0.6,0,1.1,0.9,0.5,0.7,0,1.5,1.4,66.1,89.2,0.2,4.6,0.3,7.07
117,Toni Kroos,"Real Madrid,",32,La Liga,MF,10,863,1,2,0,1,94.6,0.3,1,1.8,0.7,0.9,0,0.3,1.2,0.2,0,1.1,1.8,0.2,1,0,0.6,0.4,80.4,94.6,1.3,6.4,0.1,7.06
118,Florian Kainz,"FC Koln,",30,Bundesliga,MF,13,1043,5,4,1,1,72.5,0.4,2,0.6,0.8,0.9,0,0.6,0.4,0.1,0,2.1,1.9,1.1,1.4,0.1,0.8,1.2,25.9,72.5,2.1,1.1,0.2,7.06
119,Casemiro,"Man Utd,",30,Premier League,MF,7,709,1,1,2,0,79.1,2.1,1,3.2,1.2,1.8,0,1.9,0.7,0.4,0,0.8,0.7,0.3,0.8,0,0.7,0.6,44.8,79.1,0.2,3.3,0.1,7.06
120,Wilfried Zaha,"Crystal Palace,",30,Premier League,MF,13,1149,6,2,3,0,82.9,0.3,2,1.7,0.5,0.9,0,0.2,0.5,0,0,2.7,1.2,1.9,3.2,0.7,4,4.4,24.7,82.9,0.2,0.3,0.1,7.06
121,Jeremie Frimpong,"Leverkusen,",21,Bundesliga,DF,14,1182,5,2,1,0,79.2,0.4,1,1.7,0.6,0.6,0.1,1,0.6,0.1,0,1,0.9,2.1,1.9,0.2,1.3,1.9,27.5,79.2,0.4,0.6,0,7.06
122,Florian Tardieu,"Troyes,",30,Ligue 1,MF,10,880,3,0,2,0,90.5,0.6,0,2.5,2.1,1,0,0.8,1.3,0.3,0,1,1.5,0.5,1.6,0,1,1,57.4,90.5,1.1,4.5,0,7.05
123,Alexis Mac Allister,"Brighton,",23,Premier League,MF,14,1257,5,0,4,0,88.7,0.6,1,3.1,1.4,1.1,0.1,0.4,1.4,0.1,1,1.9,0.9,0.6,1.4,0,0.9,0.9,57.6,88.7,0.4,2.2,0,7.05
124,Leon Goretzka,"Bayern,",27,Bundesliga,MF,9,706,3,1,1,0,82.1,1.6,1,1.5,0.6,0.9,0,1,0.7,0.2,0,2,1,0.5,0.6,0.1,0.5,0.9,34.5,82.1,0,0.7,0.1,7.05
125,Leandro Trossard,"Brighton,",28,Premier League,MF,14,1183,7,2,1,0,74.2,0.4,2,0.8,0.4,0.6,0,0,0.3,0,0,2.6,1.5,0.7,0.9,0.1,1.6,2.5,30.5,74.2,0.7,1.6,0.2,7.05
126,Callum Wilson,"Newcastle,",30,Premier League,FW,10,795,6,2,1,0,71.6,1,1,0.4,0.1,1,0,0.4,0.1,0,0,2.5,0.9,0.2,0.8,0.9,0.7,2.5,9.3,71.6,0.1,0.1,0,7.05
127,Yeray Álvarez,"Athletic Bilbao,",27,La Liga,DF,12,1058,0,1,2,0,81.7,2.2,1,1.3,2.2,0.8,0.5,3.5,0.2,0.8,0,0.4,0.5,0.1,0.9,0,0,0.3,53.2,81.7,0.3,3.8,0.1,7.04
128,Pascal Struijk,"Leeds,",23,Premier League,DF,13,1165,1,1,2,0,79.5,2.5,0,3.2,1.6,1.2,0.1,2,1.3,0.3,0,0.8,0.9,0.7,0.6,0,0.3,1.2,42.3,79.5,0.2,0.6,0,7.04
129,Aleksandr Golovin,"Monaco,",26,Ligue 1,MF,11,969,3,3,1,0,75.3,0.4,2,1.6,0.9,0.9,0,0.2,1.3,0,0,1.9,1.6,0.6,0.8,0.3,0.9,1.2,26.1,75.3,0.8,1.1,0.1,7.04
130,Ivan Provedel,"Lazio,",28,Serie A,GK,14,1342,0,0,0,0,75.7,0.2,0,0.1,0,0,0,1.3,0,0,0,0,0.1,0,0.1,0,0,0,32.9,75.7,0,8.1,0,7.04
131,Felipe Anderson,"Lazio,",29,Serie A,MF,15,1226,3,2,1,0,79.9,0.3,1,1.9,0.6,1.1,0,0.5,0.9,0.1,0,1,1.5,1.3,0.9,0.2,1.7,2.5,31.2,79.9,0.1,0.5,0,7.03
132,Nicolò Barella,"Inter,",25,Serie A,MF,15,1288,5,5,2,0,84,0.9,1,1.2,0.3,1.1,0,0.3,0.5,0.2,0,0.9,1.4,0.7,1.5,0.3,1.3,1.5,45.1,84,0.5,1.6,0.1,7.03
133,Thiago Silva,"Chelsea,",38,Premier League,DF,11,1073,0,2,1,0,89.6,2.3,1,1.6,1.6,0.3,0.4,3.8,0.3,1.3,0,0.5,0.3,0.2,0.5,0,0.1,0.2,74.7,89.6,0,5,0,7.03
134,Jonathan Clauss,"Marseille,",30,Ligue 1,DF,14,1112,1,5,0,0,76.3,0.2,2,1.5,0.9,0.8,0.1,1.4,0.4,0,0,1.4,1.6,0.6,0.4,0.2,0.4,0.9,33.7,76.3,1,0.9,0,7.03
135,Ardian Ismajli,"Empoli,",26,Serie A,DF,10,935,0,0,1,0,81.5,2.3,2,1.7,1.2,0.7,0.6,5.5,0.2,1.7,0,0.5,0.1,0.1,0.5,0,0.1,0.2,36.9,81.5,0,2,0,7.03
136,Téji Savanier,"Montpellier,",30,Ligue 1,MF,12,1024,4,1,2,1,77.7,0.5,2,1.8,0.9,1.4,0,0.4,0.8,0.2,0,2.1,2,1.8,3,0,1.8,1.9,51.2,77.7,1.8,4.8,0.2,7.03
137,Juan Cuadrado,"Juventus,",34,Serie A,DF,13,1029,0,3,3,1,85.7,0.4,2,2.1,0.9,1,0,0.8,0.9,0.1,0,1.1,1.8,0.4,1.3,0,0.4,1.5,36.6,85.7,1.6,2.6,0,7.03
138,Granit Xhaka,"Arsenal,",30,Premier League,DF,14,1169,3,3,2,0,85.1,1.1,1,0.7,0.5,0.5,0.1,1.4,0.4,0.2,0,1.1,1.4,0.3,0.9,0.1,1.1,1,44.5,85.1,0.1,2,0,7.03
139,Alisson,"Liverpool,",30,Premier League,GK,14,1260,0,1,0,0,81.6,0.3,2,0,0,0.1,0,0.8,0,0,0,0,0.1,0,0,0,0,0,30.4,81.6,0,4.4,0,7.03
140,Jaka Bijol,"Udinese,",23,Serie A,DF,12,941,2,0,3,0,85.4,3.1,1,1.2,0.9,0.5,0.3,5.9,0.2,0.8,0,0.3,0.1,0.1,0.2,0,0.2,0.3,35.9,85.4,0,2,0.1,7.03
141,Alessio Romagnoli,"Lazio,",27,Serie A,DF,13,1195,1,0,0,0,89.5,2.1,1,1.4,1.3,0.6,0.6,3.6,0.4,0.9,0,0.5,0.1,0,0.4,0.1,0.1,0.2,49,89.5,0,3.4,0.1,7.03
142,Enes Ünal,"Getafe,",25,La Liga,FW,14,1220,4,2,3,0,63.7,4.6,2,0.9,0,1.5,0,1.4,0.4,0.1,0,2.2,0.7,0.5,2.8,0.7,1.4,2.3,20.3,63.7,0.1,0.3,0.1,7.03
143,Ramy Bensebaïni,"Borussia M.Gladbach,",27,Bundesliga,DF,14,1251,5,0,3,0,77,2.4,0,1.6,1,0.9,0.3,4,0.4,0.6,1,1.6,0.6,0.4,1.8,0.1,0.8,1.1,40.3,77,0.1,2.2,0.2,7.02
144,Fabiano Parisi,"Empoli,",22,Serie A,DF,14,1222,2,0,3,0,75.2,0.8,0,2.3,1.4,0.6,0.1,2.3,0.8,0.3,0,0.9,1,1.5,2.1,0,1.5,1.7,35.1,75.2,0.6,2,0,7.02
145,Manuel Locatelli,"Juventus,",24,Serie A,MF,12,978,0,0,3,0,83.3,1.2,0,2.3,1.3,1,0.1,1.2,0.3,0.7,0,0.9,0.6,0.4,1.3,0,0.7,1.1,44.4,83.3,0,3.7,0,7.02
146,Frederik Rønnow,"Union Berlin,",30,Bundesliga,GK,11,990,0,0,1,0,67.3,0.3,2,0,0,0,0,1.2,0.1,0,0,0,0.1,0,0.2,0,0,0,36.2,67.3,0,7.5,0,7.02
147,Mama Baldé,"Troyes,",27,Ligue 1,DF,14,1212,7,3,2,1,70.6,1.3,3,1.5,0.3,1.2,0,0.3,0.1,0.1,0,2.9,0.8,1.4,1.1,0.9,1.9,2.9,15.4,70.6,0.1,0.4,0,7.02
148,Nico Schlotterbeck,"Borussia Dortmund,",23,Bundesliga,DF,15,1285,1,2,3,0,86.4,2.5,0,2.7,0.9,0.6,1.5,2.9,0.7,0.8,0,0.5,0.3,0.2,0.5,0,0.1,0.7,69.7,86.4,0.1,5.6,0.1,7.02
149,Benjamin Bourigeaud,"Rennes,",28,Ligue 1,MF,15,1190,2,4,0,0,78.6,0.1,1,0.6,0.9,0.9,0,0.7,1.1,0,0,1.5,2.8,0.2,0.4,0,0.6,1.1,42.3,78.6,1.9,2.1,0.1,7.02
150,Theo Hernández,"AC Milan,",25,Serie A,DF,13,1155,2,2,5,0,79.5,1.4,1,1.8,0.6,0.8,0.2,0.6,0.3,0.3,0,2.2,1.6,0.5,1.9,0,0.7,1.3,39.7,79.5,1,2.2,0.1,7.01
151,Mats Hummels,"Borussia Dortmund,",33,Bundesliga,DF,13,1062,0,0,4,0,88.5,2.5,0,2.2,1.6,0.8,0.5,3.2,0.9,0.8,0,0.4,0.2,0.3,0.6,0.1,0.4,0.1,62.3,88.5,0.1,5.8,0,7.01
152,Rasmus Nicolaisen,"Toulouse,",25,Ligue 1,DF,14,1197,0,2,2,1,82.4,4,1,1.9,2.1,0.8,0.4,5.2,0.4,1.1,0,0.4,0.1,0.1,1,0.1,0,0.3,45,82.4,0,2.9,0,7.01
153,Mitchell Weiser,"Werder Bremen,",28,Bundesliga,DF,15,1290,1,6,4,0,71.2,0.9,1,2.8,1,1.2,0.1,0.9,1.1,0.1,0,0.9,1.3,1.1,2,0.1,1.5,3.6,32.1,71.2,0.5,1.9,0.3,7.01
154,Ibañez,"Roma,",24,Serie A,DF,15,1350,1,0,3,0,89.3,1.6,0,2.5,2.1,1.3,0.4,3,0.3,0.3,0,0.6,0.1,0.3,1.9,0,0.6,0.5,56.5,89.3,0,3.5,0.1,7.01
155,Dusan Vlahovic,"Juventus,",22,Serie A,FW,10,854,6,1,0,0,71.3,1.7,2,0.6,0.1,0.9,0,0.2,0,0.2,0,3.1,1.1,0.5,1.3,1.1,2,2.6,17.1,71.3,0.2,0.8,0,7
156,Sergi Darder,"Espanyol,",28,La Liga,MF,14,1235,2,1,2,0,78.8,0.1,2,1.9,0.9,0.9,0,0.5,0.4,0,0,1.3,2.2,1.1,2.1,0,0.6,1.3,39.5,78.8,1.4,3.6,0.1,7
157,Rúben Neves,"Wolves,",25,Premier League,MF,14,1260,4,0,6,0,85.1,0.8,3,2.9,1.4,0.9,0,2.4,1.2,0.9,0,1.9,0.9,0.4,0.4,0,0.6,0.9,61.3,85.1,0.1,7.1,0,7
158,Anton Stach,"Mainz,",24,Bundesliga,MF,12,1018,1,3,3,0,70,2.5,1,0.9,1.5,1.1,0,0.7,0.4,0.1,0,1.5,1.1,0.8,1.3,0.2,0.5,1.8,30,70,0.5,1.1,0.3,7
159,Alejandro Balde,"Barcelona,",19,La Liga,DF,12,973,0,3,2,0,91.7,0.3,0,1.4,0.5,0.6,0.4,0.4,0.3,0.1,0,0.5,0.7,0.9,1,0.2,0.6,1.3,49.9,91.7,0.4,1.8,0,7
160,Caio Henrique,"Monaco,",25,Ligue 1,DF,12,1086,1,5,2,0,78.5,0.1,1,1.5,0.8,0.5,0.3,1.3,1,0.3,1,0.5,1.8,0.5,0.8,0,0.3,0.7,40.8,78.5,0.9,1.8,0,7
161,Diogo Dalot,"Man Utd,",23,Premier League,DF,13,1166,0,1,5,0,77.8,1.8,2,2.1,1.5,1.2,0.1,2,0.6,0.5,0,0.8,1.5,0.7,0.2,0,0.3,0.8,46.2,77.8,0.9,2.9,0,7
162,Isi Palazón,"Rayo Vallecano,",27,La Liga,MF,12,997,3,3,1,0,84.3,0.6,0,1.5,0.3,0.9,0,0.5,0.8,0,0,2.3,1.3,0.7,2.5,0.2,2,2.3,31.9,84.3,1.2,1.5,0.1,7
163,Julian Brandt,"Borussia Dortmund,",26,Bundesliga,MF,12,1060,4,2,0,0,82.6,0.3,1,1,0.7,0.1,0,0.1,0.4,0,0,0.9,2.1,1,0.6,0.3,1.2,1.7,33,82.6,1.2,1.2,0.1,6.99
164,Nicolás Tagliafico,"Lyon,",30,Ligue 1,DF,15,1329,1,2,2,0,88.1,1,1,3.3,1.9,1.1,0.1,1,0.5,0.3,0,0.7,0.8,0.5,1.9,0.1,0.7,1.5,47.6,88.1,0.3,1.1,0,6.99
165,Eberechi Eze,"Crystal Palace,",24,Premier League,MF,14,1148,2,3,0,0,84.5,0.4,1,1.1,0.2,0.4,0,0.1,0.4,0,0,1.9,1.7,1.9,1.9,0.1,1.8,2.1,34.5,84.5,0.9,1.4,0.1,6.99
166,James Tarkowski,"Everton,",30,Premier League,DF,15,1350,0,0,2,0,81.6,3,1,1.1,1.6,0.9,0.3,5.1,0.5,2.5,0,0.7,0.4,0.1,0.5,0,0.1,0.5,48.6,81.6,0,3.9,0.1,6.99
167,Wataru Endo,"Stuttgart,",29,Bundesliga,MF,14,1215,2,0,0,0,75.9,2.4,0,2.6,0.9,1.2,0,2.6,1.1,0.4,0,1.6,1.2,0.7,1.7,0.1,1.2,1.4,39.6,75.9,0,2.8,0,6.99
168,Axel Disasi,"Monaco,",24,Ligue 1,DF,15,1350,1,3,2,0,82.5,2.3,1,1.3,2.2,1,0.6,3,0.4,0.9,0,0.7,0.3,0.3,0.3,0,0.3,0.4,48.3,82.5,0.2,3.3,0,6.99
169,Ben Mee,"Brentford,",33,Premier League,DF,14,1210,2,1,1,0,78,3.6,1,1,1.6,0.4,0.2,3.2,0.4,1.4,0,0.7,0.1,0.1,0.5,0,0.1,0.6,47.1,78,0,3.1,0,6.99
170,Iago Aspas,"Celta Vigo,",35,La Liga,MF,12,1121,7,2,2,0,79.6,0.6,1,0,0.3,0.3,0,0.6,0.4,0,0,2,2.6,0.4,2.2,0.4,1.9,1.5,31.8,79.6,0.2,1.4,0.1,6.99
171,Wout Faes,"Leicester,",24,Premier League,DF,9,810,0,0,1,0,85.9,2,0,2.8,1,1.1,0.7,3.4,0.6,0.9,0,0.3,0.2,0.1,0.4,0,0.2,0.9,70.3,85.9,0,2.6,0,6.99
172,Jean-Ricner Bellegarde,"Strasbourg,",24,Ligue 1,MF,15,1300,1,3,3,0,80.7,0.5,3,1.5,1.2,1,0.1,0.7,0.5,0.1,0,1.1,1.7,1.8,2.5,0,1.5,2.1,41.7,80.7,2,1.8,0.1,6.99
173,Marvin Ducksch,"Werder Bremen,",28,Bundesliga,FW,15,1307,3,3,1,0,71.9,0.7,1,0.3,0.3,0,0,1.3,0.5,0,0,2.8,1.9,0.4,0.7,0.2,0.5,1.9,25.1,71.9,0.8,1.1,0.1,6.98
174,Kevin Danso,"Lens,",24,Ligue 1,DF,15,1350,1,1,3,0,88.9,2.5,2,1,0.9,1.1,0.6,3.6,0.5,0.8,0,0.6,0.3,0.4,1.9,0.1,0.4,0.5,62.2,88.9,0,2.7,0.1,6.98
175,Mohamed Salah,"Liverpool,",30,Premier League,MF,14,1239,6,3,0,0,76.4,0.1,0,0.4,0.1,0.7,0,0.1,0.3,0,0,3.6,2.1,1.1,0.6,0.8,2.9,3,25.4,76.4,0.3,0.5,0,6.98
176,Teun Koopmeiners,"Atalanta,",24,Serie A,DF,14,1296,4,1,3,0,76.4,0.8,1,1.5,0.7,1,0.1,1.5,0.7,0.3,0,1.8,1.3,0.7,0.7,0.1,0.7,1.4,42.9,76.4,1.1,2.5,0.1,6.98
177,Danilo,"Juventus,",31,Serie A,DF,14,1272,0,2,2,0,83.4,1.3,0,1.7,1.3,1,0.1,2.9,0.3,0.5,0,0.6,0.5,0.1,0.6,0,0.3,0.6,49.7,83.4,0.2,3.9,0.1,6.98
178,Koen Casteels,"Wolfsburg,",30,Bundesliga,GK,15,1350,0,0,0,0,74,0.1,1,0,0.1,0,0,0.7,0,0,0,0,0,0,0.1,0,0,0,38,74,0,11.8,0,6.98
179,Darwin Núñez,"Liverpool,",23,Premier League,MF,7,606,5,2,0,1,74.3,1.4,2,0.3,0.2,0.9,0,0.4,0.1,0,0,3.9,1.3,0.4,0.4,0.7,0.8,1.7,13.6,74.3,0.1,0.5,0,6.98
180,Lee Kang-In,"Mallorca,",21,La Liga,MF,13,1097,2,3,4,0,82.3,0.2,2,1,0.1,1.2,0,0.1,1.2,0.1,0,1.4,1.6,1.6,1.4,0,1.2,1.7,21.8,82.3,1.4,0.9,0.1,6.97
181,Gabriel Magalhães,"Arsenal,",24,Premier League,DF,14,1260,2,0,2,0,89.9,2.1,2,1.4,0.9,0.4,0.7,3.6,0.3,0.9,0,0.9,0.1,0,1,0,0.1,0.4,62.5,89.9,0,2.4,0,6.97
182,Jonathan Bamba,"Lille,",26,Ligue 1,MF,14,1256,4,3,3,0,82.6,0.9,0,0.9,0.8,1.3,0,0.2,0.6,0,0,2,1.6,0.7,1.9,0.1,2,1.6,37.9,82.6,0.5,0.9,0.3,6.97
183,Dejan Kulusevski,"Tottenham,",22,Premier League,MF,7,615,1,5,0,0,84.5,0.2,1,0.9,0.1,0.8,0,0,1,0,0,1.4,1.9,1.3,0.7,0.1,1.1,2.3,22.2,84.5,0.6,0.3,0.1,6.97
184,Jordan Pickford,"Everton,",28,Premier League,GK,14,1260,0,1,3,0,55.7,0.2,3,0,0.1,0.1,0,1.4,0,0,0,0,0.1,0,0,0,0.1,0.1,31.6,55.7,0,8.1,0.1,6.97
185,Gaëtan Laborde,"Nice,",28,Ligue 1,MF,8,735,3,0,0,0,70.1,1.7,1,1.1,0.3,0.5,0,0.7,0.3,0.1,0,1.8,1.3,0.7,0.9,0.4,1,1.6,18.7,70.1,0.2,0.4,0.1,6.97
186,Daniel Parejo,"Villarreal,",33,La Liga,MF,14,1230,0,2,2,0,89,0.3,1,1.7,0.7,0.8,0.1,0.9,1.3,0.4,0,0.8,1.4,0.4,1.7,0,0.7,0.8,59.5,89,1,5,0.3,6.97
187,Alexis Flips,"Reims,",22,Ligue 1,MF,8,645,1,2,1,1,69.6,0.5,1,1.5,1.3,0.4,0.2,0.8,1.1,0.2,0,1.4,1.5,0.4,0.6,0,0.4,1,23.6,69.6,1.5,1.8,0.1,6.97
188,Youri Tielemans,"Leicester,",25,Premier League,MF,14,1172,3,1,1,0,86.4,0.8,0,2.3,0.8,1,0.1,0.7,0.9,0.3,0,1.1,1.2,0.5,0.6,0,0.4,1.3,54.7,86.4,0.4,2.5,0.2,6.97
189,Dayot Upamecano,"Bayern,",24,Bundesliga,DF,15,1342,0,0,1,0,90.5,2.1,0,2.7,1.1,1,0.5,2.8,0.7,0.3,0,0.3,0.3,0.3,0.7,0.1,0.3,0.8,81,90.5,0.1,5.3,0,6.97
190,Alfonso Pedraza,"Villarreal,",26,La Liga,DF,10,808,0,1,1,0,79.9,0.9,0,1.7,0.5,1.2,0.5,0.9,0.3,0.1,0,1.5,0.6,1.2,1,0.1,1,1.2,26.9,79.9,0.4,0.5,0,6.97
191,Samuel Lino,"Valencia,",22,La Liga,MF,14,1216,2,0,3,0,82.6,0.5,1,1.6,0.3,1.4,0,0.1,0.6,0,0,2.7,1,1.8,1.6,0.5,1.7,3.1,32,82.6,0.2,0.6,0,6.97
192,Sheraldo Becker,"Union Berlin,",27,Bundesliga,MF,15,1066,7,3,1,0,69.2,0.5,2,0.2,0,0.8,0,0.1,0.1,0,0,1.6,1.4,0.3,0.7,0.8,1.2,2,13.2,69.2,1.1,0.7,0.1,6.96
193,Rodrigo,"Leeds,",31,Premier League,MF,12,895,9,1,1,0,72.6,1.2,1,0.8,0.2,1,0,1,0.4,0.2,0,3,0.8,0.3,0.2,0.3,0.8,1.6,19.9,72.6,0.2,1,0,6.96
194,Alex Berenguer,"Athletic Bilbao,",27,La Liga,DF,12,1032,3,1,0,0,74.2,1.4,0,1.9,0.2,1.8,0.1,0.3,0.8,0.1,0,2,1.8,0.3,0.9,0.6,1.2,2.2,27.4,74.2,1.2,0.7,0,6.96
195,Vinicius Souza,"Espanyol,",23,La Liga,MF,14,1194,0,0,4,0,81.9,2.6,1,3.8,2.1,2.6,0.2,1.8,0.7,0.6,0,0.3,0.5,0.3,1.3,0,0.3,1.2,33.6,81.9,0.1,2.1,0,6.96
196,Giovanni Di Lorenzo,"Napoli,",29,Serie A,DF,15,1339,0,2,1,0,88.5,0.8,0,1.7,0.8,0.9,0.3,1.5,0.5,0.2,0,0.8,1.5,0.3,0.9,0.1,0.5,0.6,58.5,88.5,0.4,2.8,0,6.96
197,Iñaki Williams,"Athletic Bilbao,",28,La Liga,MF,14,1149,5,1,0,0,70.5,0.8,1,0.7,0.1,0.8,0,0.8,0,0.1,0,2.4,1.1,1,1,1.1,1.1,1.6,18.1,70.5,0.2,0.3,0.1,6.96
198,Declan Rice,"West Ham,",23,Premier League,DF,15,1350,1,2,2,0,90.4,1,1,2.4,1.6,0.5,0.1,1.3,0.3,0.5,0,1.2,1.3,0.5,0.3,0,0.7,0.9,61.4,90.4,0.1,4.7,0,6.96
199,Fikayo Tomori,"AC Milan,",24,Serie A,DF,14,1284,1,0,1,0,88.5,2.1,2,2.6,1,0.8,0.2,2.1,0.3,0.5,0,0.3,0.2,0.1,0.9,0,0.1,0.3,54,88.5,0,5.3,0,6.96
200,Rony Lopes,"Troyes,",26,Ligue 1,MF,9,644,2,4,2,0,81.1,0.5,0,0.5,0.1,0.6,0,0.1,0.8,0,0,2.1,1.5,1.3,0.9,0.1,0.9,1.3,17.3,81.1,1.1,1.3,0,6.95
201,Rodrigo Becão,"Udinese,",26,Serie A,DF,9,783,1,1,5,0,79.5,2.1,0,3,0.4,1.8,0.3,1.6,0.2,0.6,0,0.6,0.4,0.2,1.2,0.1,0.1,0.2,41.1,79.5,0,2.4,0,6.95
202,Nico Williams,"Athletic Bilbao,",20,La Liga,MF,13,1076,3,3,0,0,79.1,0.4,2,0.9,0.2,0.3,0,0.1,0.3,0.1,0,1.7,1.4,1.4,0.9,0.4,1.5,2,21.9,79.1,0.6,0.2,0,6.95
203,Ozan Kabak,"Hoffenheim,",22,Bundesliga,DF,14,1257,2,2,4,1,85.4,3.5,1,1.7,2.2,1.5,0.5,2.5,0.5,0.7,1,1.1,0.3,0.5,0.6,0,0.3,0.8,54.4,85.4,0,2.6,0,6.95
204,João Palhinha,"Fulham,",27,Premier League,MF,14,1253,2,0,5,0,83,2.1,1,4.6,0.9,1.1,0,1.5,1.4,0.1,0,1.1,0,0.2,1.3,0,0.6,1.2,34,83,0,2.1,0,6.95
205,Azor Matusiwa,"Reims,",24,Ligue 1,MF,9,785,0,0,1,0,81.7,1.4,0,2.3,2.2,1.8,0,2,0.6,0.3,0,0.3,0.6,0.3,1.2,0,0.2,0.7,42.6,81.7,0,3.2,0,6.95
206,Jeremías Ledesma,"Cadiz,",29,La Liga,GK,14,1260,0,0,0,0,48.1,0,2,0,0.1,0.1,0,1.3,0.1,0,0,0,0.1,0.1,0.1,0,0,0,27,48.1,0,7.4,0,6.95
207,Nuno Tavares,"Marseille,",22,Ligue 1,DF,11,1102,3,0,4,0,80.3,0.5,1,2.3,0.6,1.1,0,0.9,0.7,0,0,2,0.7,1.6,1.3,0.1,2.2,2.6,34.5,80.3,0.6,1.4,0.1,6.95
208,Alexander Sørloth,"Real Sociedad,",27,La Liga,MF,10,825,4,1,1,0,69.4,1.7,1,0.3,0,1.4,0,0.9,0.3,0.1,0,2.4,1.2,0.9,0.3,0.4,2.7,3.8,16,69.4,0,0.1,0,6.95
209,Rafael Ratão,"Toulouse,",27,Ligue 1,MF,10,717,3,0,1,0,73.5,0.5,0,2.1,0.9,0.8,0,0.1,0.7,0,0,0.9,1.1,1.3,0.9,0,1.1,2,25.7,73.5,0.4,0.6,0.1,6.95
210,Jordi Alba,"Barcelona,",33,La Liga,DF,7,683,0,1,2,0,87.9,0.3,0,1.2,0.4,0.7,0.1,0.5,0.5,0.2,0,0.5,1.9,0.2,0.2,0.5,0.5,0.1,63.5,87.9,1.1,3.1,0.2,6.95
211,Luka Modric,"Real Madrid,",37,La Liga,MF,11,934,3,2,3,0,90.7,0.5,0,0.9,0.3,1,0,0.2,0.5,0.3,0,1.4,1.6,0.6,0.5,0,0.4,1.5,57.8,90.7,0.5,2.8,0.4,6.95
212,Edin Dzeko,"Inter,",36,Serie A,FW,10,937,6,2,1,0,72.9,1.6,3,0.1,0.1,0.7,0,1.1,0.3,0,0,2.4,0.8,0.2,1.1,0.5,0.5,1.7,16.5,72.9,0,0.7,0.3,6.94
213,Sofiane Boufal,"Angers,",29,Ligue 1,MF,8,720,3,3,1,1,80.2,0.1,2,1,0.3,1.6,0,0.1,0.6,0,0,2,2.2,2.5,1.4,0.2,1.5,2.3,31.2,80.2,0.5,1.4,0.2,6.94
214,Stefano Sensi,"Monza,",27,Serie A,MF,12,942,2,0,4,0,88.9,0.5,1,2.8,1,0.8,0,0.2,1,0.1,0,1,1.3,0.4,2.5,0,0.8,1.3,56.2,88.9,0.7,4.5,0.1,6.94
