name,team,age,league,position,apps,minutesPlayed,tacklePerGame,interceptionPerGame,foulsPerGame,offsideWonPerGame,clearancePerGame,wasDribbledPerGame,outFielderBlockPerGame,goalOwn,rating
Francesco Acerbi,Inter,34,Serie A,DF,7,658,0.9,0.7,0.7,0.2,2.4,0,0.3,0,6.51
Rogerio,Sassuolo,24,Serie A,DF,13,1154,1,0.9,0.4,0.4,1.4,0.6,0.2,0,6.51
Ivan Ordets,Bochum,30,Bundesliga,DF,12,1037,1.2,1.4,0.9,0.8,3.9,0.3,0.4,0,6.51
Giacomo Raspadori,Napoli,22,Serie A,MF,7,517,0.6,0.2,0.3,0,0.2,0.3,0,0,6.51
Dylan Bronn,Salernitana,27,Serie A,DF,11,978,1.1,1,1.1,0.5,2.3,0.4,0.8,0,6.51
Vanja Milinkovic-Savic,Torino,25,Serie A,GK,15,1350,0,0.1,0,0,0.7,0,0,0,6.51
Alessandro Buongiorno,Torino,23,Serie A,DF,10,908,0.8,1.9,1.9,0.3,2.3,0.2,0.5,0,6.51
Danilo Soares,Bochum,31,Bundesliga,DF,10,827,3.3,1.1,1.3,0.3,1.6,0.8,0.2,0,6.51
Jan Oblak,Atletico,29,La Liga,GK,12,1053,0,0,0,0,0.6,0,0,0,6.51
Aaron Hickey,Brentford,20,Premier League,DF,8,684,2.2,1.1,0.8,0.1,1,0.7,0.4,0,6.51
Yohann Magnin,Clermont Foot,25,Ligue 1,MF,10,939,2.1,1,1.1,0.1,1.4,1.2,0.3,0,6.51
Sergio León,Real Valladolid,33,La Liga,FW,7,627,0.2,0,0.3,0,0.2,0,0,0,6.51
Evann Guessand,Nantes,21,Ligue 1,MF,8,635,0.8,0,1.1,0,0.1,0.3,0.1,0,6.51
Pere Milla,Elche,30,La Liga,MF,8,806,1.2,0.4,0.7,0,0.5,0.8,0.1,0,6.5
Kevin Behrens,Union Berlin,31,Bundesliga,FW,3,442,0.2,0.1,0.7,0,0.5,0.1,0.1,0,6.5
Édouard Mendy,Chelsea,30,Premier League,GK,8,765,0,0,0,0,0.7,0,0,0,6.5
Giorgio Scalvini,Atalanta,18,Serie A,DF,8,648,1.7,1.1,1.4,0.2,1.2,0.5,0.3,0,6.5
Luka Lochoshvili,Cremonese,24,Serie A,DF,12,971,2.3,1.2,1.5,0.1,3,0.4,0.3,0,6.5
Joseph Aidoo,Celta Vigo,27,La Liga,DF,14,1260,1.9,0.8,0.6,0.5,3.2,0.3,0.5,0,6.5
Jean-Clair Todibo,Nice,22,Ligue 1,DF,13,1073,1.7,0.7,0.9,0.5,3.4,0.6,0.5,0,6.5
José Ángel Carmona,Sevilla,20,La Liga,DF,4,443,1.4,0.7,1.2,0,1.6,0.7,0.4,0,6.5
Mohamed Elyounoussi,Southampton,28,Premier League,MF,12,988,1.6,0.6,1.3,0,1.4,0.7,0.1,0,6.5
Kieffer Moore,Bournemouth,30,Premier League,FW,8,750,0.7,0,1,0.1,0.8,0.7,0.3,0,6.5
Marco Asensio,Real Madrid,26,La Liga,MF,1,179,0.6,0,0.3,0,0,0.2,0,0,6.5
Patrick Ciurria,Monza,27,Serie A,MF,8,771,0.9,0,0.8,0.1,0.2,0.5,0,0,6.5
Divock Origi,AC Milan,27,Serie A,MF,4,432,0.3,0,0.6,0,0.9,0,0.1,0,6.5
Gerrit Holtmann,Bochum,27,Bundesliga,DF,7,733,0.8,0.2,0.5,0.1,0.2,0.2,0.1,0,6.5
Samuel Chukwueze,Villarreal,23,La Liga,MF,5,534,0.5,0.2,0.5,0.1,0.5,0.2,0,0,6.5
Nathan Collins,Wolves,21,Premier League,DF,12,1023,1.2,1.1,0.8,0.1,3.8,0.6,1.1,0,6.5
Adam Lallana,Brighton,34,Premier League,MF,8,495,0.7,0.2,0.2,0,0.1,0.5,0,0,6.5
Sebastiaan Bornauw,Wolfsburg,23,Bundesliga,DF,9,727,0.5,1.1,0.7,0.5,2.9,0.4,0.6,0,6.5
Sam Lammers,Empoli,25,Serie A,FW,10,886,1.4,0.2,0.4,0,0.6,0.3,0.1,0,6.49
Giovanni Reyna,Borussia Dortmund,20,Bundesliga,MF,3,363,0.7,0.2,0.3,0,0.3,0.2,0.2,0,6.49
Alexander Hack,Mainz,29,Bundesliga,DF,13,992,1.9,1.5,1.8,0.5,2.8,0.8,0.4,0,6.49
Leandro Cabrera,Espanyol,31,La Liga,DF,13,1108,0.8,1.5,0.9,0.5,4.3,0.3,0.8,0,6.49
Ángel Correa,Atletico,27,La Liga,MF,4,509,0.4,0.5,0.6,0,0.2,0.3,0,0,6.49
Brecht Dejaegere,Toulouse,31,Ligue 1,MF,10,776,1.2,0.5,1.9,0,0.3,1.4,0.3,0,6.49
Neeskens Kebano,Fulham,30,Premier League,MF,9,719,1,0.1,0.7,0,0.3,0.5,0,0,6.49
Adam Webster,Brighton,27,Premier League,DF,13,1170,0.8,1,0.4,0.1,2.6,0.2,0.6,1,6.49
André Gomes,Lille,29,Ligue 1,MF,6,537,1.7,0.3,2.3,0.1,1,1.4,0.3,0,6.49
Alex Telles,Sevilla,29,La Liga,DF,7,752,0.7,0.5,1.1,0.5,0.5,0.4,0.1,0,6.49
Nicolas Jackson,Villarreal,21,La Liga,FW,8,777,0.5,0.1,1.5,0.1,0.2,0.2,0.2,0,6.49
Jeff Reine-Adélaïde,Lyon,24,Ligue 1,MF,1,305,0.6,0.5,0.5,0,0,0.3,0,0,6.49
Tobias Mohr,Schalke,27,Bundesliga,DF,8,696,0.6,0.7,0.4,0.1,1.5,0.5,0.5,0,6.49
Jeremy Toljan,Sassuolo,28,Serie A,DF,14,1319,1.4,0.7,0.2,0.4,0.9,0.1,0.4,0,6.49
Ferran Torres,Barcelona,22,La Liga,MF,6,567,0.4,0.1,0.5,0.1,0.1,0.5,0.1,0,6.49
Jonny Evans,Leicester,34,Premier League,DF,9,810,1.1,1.8,0.8,0.6,3.4,0.3,0.6,0,6.49
Benoît Costil,Auxerre,35,Ligue 1,GK,15,1350,0.1,0,0,0,0.5,0.1,0,0,6.49
Unai Simón,Athletic Bilbao,25,La Liga,GK,14,1260,0,0,0,0,0.6,0,0,0,6.49
Rayan Aït-Nouri,Wolves,21,Premier League,DF,7,667,1.8,0.3,0.9,0.1,0.7,0.1,0,1,6.48
Toni Lato,Valencia,25,La Liga,DF,2,271,0.6,0.2,0.1,0.2,0.8,0.2,0,0,6.48
Charalampos Lykogiannis,Bologna,29,Serie A,DF,6,587,0.8,0.9,0.6,0.3,1.3,0.3,0.1,0,6.48
Thierno Baldé,Troyes,20,Ligue 1,DF,10,802,1.4,0.9,0.2,0.1,1.2,0.5,0.2,0,6.48
Dany Mota,Monza,24,Serie A,FW,7,608,0.5,0.1,1,0,0.5,0,0.1,0,6.48
Jonathan Burkardt,Mainz,22,Bundesliga,MF,7,537,0.3,0.1,0.5,0,0.1,0.2,0.1,0,6.48
Yoane Wissa,Brentford,26,Premier League,MF,6,637,0.8,0.2,0.5,0,0.5,0,0,0,6.48
Anthony Caci,Mainz,25,Bundesliga,DF,6,617,1.6,1.8,0.5,0.1,0.8,0.2,0.1,0,6.48
Nico González,Valencia,20,La Liga,MF,5,513,0.8,0.3,0.9,0.1,0.6,0.4,0.2,1,6.48
Duván Zapata,Atalanta,31,Serie A,FW,6,512,0.1,0,0.8,0,1,0.1,0,0,6.48
Cheikhou Kouyaté,Nottingham Forest,32,Premier League,DF,9,709,1.8,0.4,1.3,0,1.6,0.3,0.1,0,6.48
Josuha Guilavogui,Wolfsburg,32,Bundesliga,DF,4,451,0.8,0.8,1.5,0.4,2,0.8,0.6,0,6.48
Tonny Vilhena,Salernitana,27,Serie A,DF,11,987,1.6,0.5,0.9,0,0.5,0.7,0.1,0,6.48
Antonio Rüdiger,Real Madrid,29,La Liga,DF,7,683,0.3,0.3,0.2,0.2,1.9,0.1,0.3,0,6.48
Filip Djuricic,Sampdoria,30,Serie A,MF,13,1017,1.2,0.3,1.2,0,0.1,0.5,0,0,6.48
Nacho Vidal,Osasuna,27,La Liga,DF,10,892,1.7,1.3,1.6,0.4,1.2,0.9,0.2,0,6.48
Alexis Blin,Lecce,26,Serie A,MF,6,687,1.5,0.8,0.8,0.1,2.1,0.8,0.7,0,6.48
Gerson,Marseille,25,Ligue 1,MF,6,420,0.6,0.2,1.6,0,0.4,0.2,0,0,6.48
Lassine Sinayoko,Auxerre,22,Ligue 1,MF,10,866,1.6,0.5,0.9,0,0.8,0.6,0,0,6.48
Haris Belkebla,Brest,28,Ligue 1,MF,12,1087,2.3,1.5,0.7,0.1,0.4,0.7,0.1,0,6.47
Unai Núñez,Celta Vigo,25,La Liga,DF,13,1170,0.8,1.8,1,0.5,3.6,0.5,0.4,1,6.47
Francis Coquelin,Villarreal,31,La Liga,MF,6,520,1.3,0.5,0.5,0,0.5,0,0.2,0,6.47
Pedro Chirivella,Nantes,25,Ligue 1,MF,14,1202,1.2,1.1,0.4,0,0.1,0.9,0.1,0,6.47
Gabriel Paulista,Valencia,32,La Liga,DF,7,579,0.9,0.8,0.4,0.4,2.8,0.4,0.5,0,6.47
Konstantinos Tsimikas,Liverpool,26,Premier League,DF,4,365,0.8,0.5,0.4,0.1,0.5,0.3,0.1,0,6.47
Takehiro Tomiyasu,Arsenal,24,Premier League,DF,4,406,1.2,1,0.5,0.1,1,0.1,0,0,6.47
Souleyman Doumbia,Angers,26,Ligue 1,DF,13,1078,1.8,1.2,1.1,0.5,1.2,0.6,0.2,0,6.47
Stole Dimitrievski,Rayo Vallecano,28,La Liga,GK,13,1170,0,0,0,0,0.8,0,0,0,6.47
Emanuele Valeri,Cremonese,24,Serie A,MF,12,1007,1.4,0.8,0.9,0.1,1,0.9,0.1,0,6.47
Rubén Sobrino,Cadiz,30,La Liga,MF,9,801,1,0.5,1.8,0.1,0.9,0.2,0,0,6.47
Wilson Odobert,Troyes,18,Ligue 1,FW,6,694,0.5,0.4,0.2,0,0.1,0.5,0,0,6.47
Nemanja Radonjic,Torino,26,Serie A,MF,7,697,0.1,0.1,0.9,0,0.1,0.1,0,0,6.47
Yan Couto,Girona,20,La Liga,DF,5,505,1.3,0.3,0.5,0.2,0.2,0.4,0.1,0,6.47
Agustín Marchesín,Celta Vigo,34,La Liga,GK,14,1260,0,0,0,0,0.6,0.1,0,0,6.47
Arkadiusz Reca,Spezia,27,Serie A,DF,9,792,1.5,0.5,0.8,0.2,1.7,0.4,0.1,0,6.47
Arnaud Nordin,Montpellier,24,Ligue 1,MF,10,811,0.7,0.3,0.6,0,0.2,0.1,0,0,6.47
Eric Martel,FC Koln,20,Bundesliga,MF,9,768,1.6,1,0.8,0,1.1,1,0.1,0,6.47
Leonardo Spinazzola,Roma,29,Serie A,DF,8,739,0.4,0.4,0.5,0,0.9,0.1,0.3,0,6.47
Pape Gueye,Marseille,23,Ligue 1,MF,3,338,1.4,0.2,0.7,0,0,0.6,0.1,0,6.47
Stephan El Shaarawy,Roma,30,Serie A,MF,1,340,0.3,0.6,0.6,0,0.3,0.4,0,0,6.47
Matheus Nunes,Wolves,24,Premier League,MF,11,862,1.8,0.3,1.4,0,1,0.6,0,0,6.46
Renato Tapia,Celta Vigo,27,La Liga,DF,7,641,1.6,0.7,0.7,0,0.9,0.6,0.7,0,6.46
Fernando Calero,Espanyol,27,La Liga,DF,10,875,2,0.7,0.7,0.3,2.4,0.4,0.7,0,6.46
Hugo Magnetti,Brest,24,Ligue 1,MF,6,587,1.9,0.7,0.3,0,0.6,1,0.1,0,6.46
Thomas Ouwejan,Schalke,26,Bundesliga,DF,9,743,1.8,1.2,0.4,0,1.9,0.4,0.3,0,6.46
Mathias Pereira Lage,Brest,26,Ligue 1,MF,12,950,0.8,0.9,1.1,0,0.7,1,0.1,0,6.46
Adam Hlozek,Leverkusen,20,Bundesliga,MF,7,577,0.5,0.2,0.6,0,0.3,0,0.1,0,6.46
Sebastiano Luperto,Empoli,26,Serie A,DF,13,1086,0.8,1.3,0.6,0.5,3.9,0.1,1,0,6.46
András Schäfer,Union Berlin,23,Bundesliga,MF,8,707,1.7,0.4,1.1,0,0.9,0.5,0.1,0,6.46
Ezri Konsa,Aston Villa,25,Premier League,DF,14,1261,1.3,0.8,0.3,0.3,3.1,0.1,0.5,0,6.46
Mathías Olivera,Napoli,25,Serie A,DF,4,376,1.3,0.3,0.5,0.2,1.1,0.6,0.2,0,6.46
Joe Worrall,Nottingham Forest,25,Premier League,DF,7,713,1.8,0.9,1.2,0.4,2.6,0.4,0.6,0,6.46
Matty Cash,Aston Villa,25,Premier League,DF,12,1032,1.9,1.4,0.8,0.3,1.2,0.3,0.2,0,6.46
Daniel Podence,Wolves,27,Premier League,MF,12,1022,0.9,0.2,1,0,0.3,0.7,0,0,6.46
Pablo Fornals,West Ham,26,Premier League,MF,9,781,0.9,0.6,0.6,0,0.4,1.1,0,0,6.46
Martín Satriano,Empoli,21,Serie A,FW,11,878,0.5,0.1,0.8,0,0.5,0.2,0,0,6.46
Robin Koch,Leeds,26,Premier League,DF,14,1216,1.4,1.3,1.2,0.6,3.4,0.7,0.7,1,6.46
Lewis Dunk,Brighton,31,Premier League,DF,14,1260,0.7,1.1,0.7,0.6,3.2,0.5,0.7,1,6.46
Christian Groß,Werder Bremen,33,Bundesliga,DF,11,911,1.9,0.9,2,0,1.2,1.1,0.2,0,6.46
Razvan Marin,Empoli,26,Serie A,MF,10,980,1.4,0.5,0.7,0,0.9,0.4,0.4,0,6.46
Piero Hincapié,Leverkusen,20,Bundesliga,DF,11,1011,1.5,0.8,1.2,0.3,2.1,0.3,0.9,0,6.45
Adam Smith,Bournemouth,31,Premier League,DF,15,1306,1.9,0.8,0.9,0.1,2.1,0.9,0.5,0,6.45
Clerc,Elche,30,La Liga,DF,10,864,2.3,0.7,0.8,0.9,2.3,0.3,0.3,0,6.45
Andrea Pinamonti,Sassuolo,23,Serie A,FW,14,1162,0.3,0.1,0.6,0,0.3,0.1,0.1,0,6.45
Robert Sánchez,Brighton,25,Premier League,GK,14,1260,0,0.1,0,0,0.5,0,0,0,6.45
Lukás Hrádecky,Leverkusen,33,Bundesliga,GK,14,1260,0,0,0.1,0,0.3,0,0,0,6.45
Brandon Soppy,Atalanta,20,Serie A,DF,7,530,0.6,0.2,1.4,0,0.4,0.3,0,0,6.45
Yan Valery,Angers,23,Ligue 1,DF,9,672,1.2,0.9,1.2,0.2,1.9,0.3,0.4,0,6.45
Rubén Peña,Osasuna,31,La Liga,DF,6,566,1.1,0.8,1.4,0,1,0.7,0.3,0,6.45
Lucas Perrin,Strasbourg,24,Ligue 1,DF,5,551,1.1,1.2,0.3,0.8,1.9,1,0.2,0,6.45
Gianluca Scamacca,West Ham,23,Premier League,FW,9,758,0.6,0.2,1.1,0,0.3,0,0,0,6.45
Roberto Soriano,Bologna,31,Serie A,MF,6,635,0.9,0.2,0.7,0,0.4,0.1,0.1,0,6.45
Hugo Ekitike,PSG,20,Ligue 1,FW,2,224,0.3,0.2,0.3,0,0.1,0.3,0,0,6.45
Kevin Vogt,Hoffenheim,31,Bundesliga,DF,14,1193,0.9,1.3,1.1,0.9,3,0.4,0.4,0,6.45
Miguel Gutiérrez,Girona,21,La Liga,DF,11,915,1,0.4,0.6,0.1,1.2,0.2,0,0,6.44
Antonio Candreva,Salernitana,35,Serie A,MF,13,1172,0.4,0.7,0.1,0.1,0.6,1,0.1,0,6.44
Takumi Minamino,Monaco,27,Ligue 1,MF,5,333,0.6,0.4,0.9,0,0.2,1.2,0,0,6.44
Miha Blazic,Angers,29,Ligue 1,DF,10,856,0.3,0.5,0.5,0.8,2.3,0.5,0.8,1,6.44
Linton Maina,FC Koln,23,Bundesliga,MF,9,811,0.6,0.1,0.8,0.1,0.2,0.2,0,0,6.44
Luka Jovic,Fiorentina,24,Serie A,FW,9,750,0.4,0.1,0.9,0,0.6,0.1,0.1,0,6.44
Matt Targett,Newcastle,27,Premier League,DF,4,421,1.1,0.7,0.7,0,1,0.7,0.1,0,6.44
Kevin Agudelo,Spezia,24,Serie A,MF,11,983,2.4,0.4,1.1,0,0.1,1.3,0.3,0,6.44
James Milner,Liverpool,36,Premier League,DF,4,464,0.8,0.6,0.5,0,0.7,1,0.2,0,6.44
Dimitri Liénard,Strasbourg,34,Ligue 1,DF,9,747,1.5,0.6,0.9,0,0.9,0.5,0.3,0,6.44
Lucas Olaza,Real Valladolid,28,La Liga,DF,6,641,1.4,0.8,0.7,0.1,1.6,0.2,0.2,0,6.44
Valentino Lazaro,Torino,26,Serie A,DF,11,909,0.8,0.2,0.8,0.2,1,0.2,0.1,0,6.44
Luca Zanimacchia,Cremonese,24,Serie A,MF,8,661,1.6,0.8,0.7,0,0.3,1.1,0,0,6.44
Ante Budimir,Osasuna,31,La Liga,FW,7,557,0.2,0.2,1.4,0,0.5,0.3,0,0,6.44
Sergio Herrera,Osasuna,29,La Liga,GK,10,900,0,0.1,0.1,0.1,0.6,0,0,0,6.44
Maximilian Bauer,Augsburg,22,Bundesliga,DF,12,1038,1.1,1.4,0.9,0.4,3.1,0.6,0.2,0,6.44
Martin Braithwaite,Espanyol,31,La Liga,MF,9,706,0.6,0.1,1,0,0.6,0.2,0,0,6.44
Álex Fernández,Cadiz,30,La Liga,MF,8,701,0.4,0.3,0.2,0.1,0.7,0.3,0.1,0,6.44
Federico Ceccherini,Verona,30,Serie A,DF,9,641,1.3,1,2.2,0.1,2,0.3,0.1,0,6.44
Tyrick Mitchell,Crystal Palace,23,Premier League,DF,12,980,1.3,0.6,0.6,0.1,1.4,0.6,0.3,0,6.44
Adama Traoré,Wolves,26,Premier League,MF,6,621,0.5,0,0.6,0,0.3,0.2,0.1,0,6.44
Cristian Buonaiuto,Cremonese,29,Serie A,MF,2,365,1.1,0.6,0.5,0,0.3,0.3,0,0,6.44
Álvaro Aguado,Real Valladolid,26,La Liga,MF,8,747,0.2,0.4,0.3,0,0.3,0.3,0.2,0,6.44
Alexander Schwolow,Schalke,30,Bundesliga,GK,15,1350,0,0.1,0,0,0.5,0,0,0,6.44
Isak Hien,Verona,23,Serie A,DF,8,880,2.3,1.3,1.6,0.4,1.6,0.5,0.3,0,6.44
Jakub Kaminski,Wolfsburg,20,Bundesliga,MF,10,804,1.1,0.2,0.4,0.2,0.1,0.5,0,0,6.43
Jean-Victor Makengo,Udinese,24,Serie A,MF,9,645,1,0.7,0.8,0.1,0.2,0.3,0.2,0,6.43
Alejandro Pozo,Almeria,23,La Liga,DF,6,579,0.9,1.1,0.1,0.3,0.9,0.5,0.4,0,6.43
Arthur Cabral,Fiorentina,24,Serie A,FW,4,496,0.5,0,0.3,0,0.2,0.2,0,0,6.43
