name,team,age,league,position,apps,minutesPlayed,goal,assistTotal,yellowCard,redCards,shotsPerGame,passRate,aerialWonPerGame,manOfMatch,rating
Marc Cucurella,Chelsea,24,Premier League,DF,11,851,0,2,2,0,0.4,86.3,0.5,0,6.58
Antonio Sanabria,Torino,26,Serie A,FW,8,682,2,1,2,0,1.7,73.7,2.3,1,6.58
Íñigo Ruíz de Galarreta,Mallorca,29,La Liga,MF,10,858,0,0,5,0,0.6,86.3,0.3,0,6.58
Daniel Carvajal,Real Madrid,30,La Liga,DF,10,877,0,1,3,0,0.5,87.1,0.3,0,6.58
Josh Doig,Verona,20,Serie A,DF,5,498,2,1,0,0,0.9,69.4,0.7,0,6.57
Gabri Veiga,Celta Vigo,20,La Liga,MF,6,576,3,1,3,1,1.2,79.7,0.6,1,6.57
Douglas Luiz,Aston Villa,24,Premier League,MF,10,929,1,2,1,1,0.6,85.1,0.9,0,6.57
Gary Medel,Bologna,35,Serie A,DF,14,1142,0,1,4,0,0.1,88.5,0.8,0,6.57
Marcos Acuña,Sevilla,31,La Liga,DF,7,554,0,0,4,1,0.9,77.3,1,0,6.57
Simon Terodde,Schalke,34,Bundesliga,FW,13,1058,3,0,3,0,1.8,67.6,2.1,2,6.57
Ruslan Malinovskyi,Atalanta,29,Serie A,MF,5,539,1,2,2,0,1.4,79.5,0.3,0,6.57
José Sá,Wolves,29,Premier League,GK,15,1350,0,0,0,0,0,69.9,0.2,1,6.57
Dean Henderson,Nottingham Forest,25,Premier League,GK,15,1350,0,0,2,0,0,57.5,0.1,2,6.57
Rico Henry,Brentford,25,Premier League,DF,15,1347,0,1,0,0,0.5,75.6,1.2,0,6.57
João Moutinho,Wolves,36,Premier League,MF,11,1000,0,0,2,0,0.7,85.8,0.3,0,6.57
David Raum,RBL,24,Bundesliga,DF,12,1035,0,1,2,0,0.5,80.6,0.6,0,6.57
Martin Erlic,Sassuolo,24,Serie A,DF,10,869,0,0,1,0,0,88.8,1.2,0,6.57
Isco,Sevilla,30,La Liga,MF,10,803,0,2,5,0,0.3,86.8,0.4,0,6.57
Paul Jaeckel,Union Berlin,24,Bundesliga,DF,8,798,1,0,1,0,0.2,79.9,1.1,1,6.57
Robin Le Normand,Real Sociedad,26,La Liga,DF,9,815,0,0,3,0,0.1,92.8,2,0,6.57
Marc Guéhi,Crystal Palace,22,Premier League,DF,14,1260,0,0,5,0,0.3,89,1.2,0,6.57
Jacob Ramsey,Aston Villa,21,Premier League,MF,12,1026,2,2,4,0,0.7,84.6,0.3,1,6.57
Vincent Marchetti,AC Ajaccio,25,Ligue 1,MF,14,1206,0,1,3,0,1.3,82,0.1,0,6.56
Chidera Ejuke,Hertha Berlin,24,Bundesliga,MF,9,791,0,3,0,0,1.4,82.7,0.3,0,6.56
Maxime Lopez,Sassuolo,25,Serie A,MF,12,1081,0,0,5,0,0.5,88.7,0.2,0,6.56
Thibaut Courtois,Real Madrid,30,La Liga,GK,10,900,0,0,0,0,0,82.2,0.2,0,6.56
Norbert Gyömbér,Salernitana,30,Serie A,DF,10,736,0,0,3,0,0.2,87,1.1,0,6.56
Marco Richter,Hertha Berlin,25,Bundesliga,MF,5,526,3,2,3,0,1.7,68.7,0.2,0,6.56
Kamaldeen Sulemana,Rennes,20,Ligue 1,MF,2,258,1,0,1,0,0.9,86,0.4,0,6.56
Niko Gießelmann,Union Berlin,31,Bundesliga,DF,7,653,0,2,2,0,1.1,74.9,1,0,6.56
Callum Hudson-Odoi,Leverkusen,22,Bundesliga,MF,5,480,0,1,0,0,0.2,89,0,0,6.56
Jarrod Bowen,West Ham,25,Premier League,MF,15,1343,2,0,0,0,2.3,74,0.7,1,6.56
Donyell Malen,Borussia Dortmund,23,Bundesliga,MF,9,679,0,1,0,0,1.8,77.9,0.3,0,6.56
Micky van de Ven,Wolfsburg,21,Bundesliga,DF,15,1350,1,0,3,0,0.4,88.4,1.1,1,6.56
Abdelhamid Sabiri,Sampdoria,26,Serie A,MF,10,844,1,0,3,0,2.2,73.1,2.3,1,6.56
Stéphane Diarra,Lorient,23,Ligue 1,MF,8,620,1,0,1,0,1,70.3,0.4,1,6.56
Melvin Bard,Nice,22,Ligue 1,DF,10,927,0,0,3,0,0.2,83.1,1.1,0,6.56
Antonee Robinson,Fulham,25,Premier League,DF,13,1109,0,0,4,0,0.1,75.1,1.1,0,6.56
Lewis Cook,Bournemouth,25,Premier League,MF,13,1193,0,2,2,0,0.2,80.9,0.3,0,6.56
David Silva,Real Sociedad,36,La Liga,MF,11,827,0,0,2,0,1,86.6,0.3,0,6.56
Andrea Cambiaso,Bologna,22,Serie A,DF,11,911,0,2,2,0,0.5,78.6,0.2,0,6.56
Birama Touré,Auxerre,30,Ligue 1,MF,15,1336,0,0,1,0,0.7,84.5,1.3,0,6.56
Andrej Kramaric,Hoffenheim,31,Bundesliga,MF,11,1031,3,2,1,0,1.7,80.3,0.3,0,6.56
Cengiz Ünder,Marseille,25,Ligue 1,MF,6,554,0,1,0,0,1.1,75,0.4,0,6.56
Joe Rodon,Rennes,25,Ligue 1,DF,9,808,1,0,2,1,0.8,89.2,2.8,1,6.55
Monchu,Real Valladolid,23,La Liga,MF,8,657,1,1,4,0,0.7,81.4,0.3,1,6.55
Jorginho,Chelsea,30,Premier League,MF,11,906,2,0,3,0,0.4,84.6,0.5,0,6.55
John McGinn,Aston Villa,28,Premier League,MF,12,1059,0,0,4,0,1.2,79.6,0.9,0,6.55
Igor Zubeldia,Real Sociedad,25,La Liga,DF,8,719,1,0,3,0,0.4,87.2,1.2,1,6.55
Santiago Ascacíbar,Cremonese,25,Serie A,MF,7,701,0,0,1,0,1.2,82.2,0.8,0,6.55
Dani Rodríguez,Mallorca,34,La Liga,MF,8,694,0,2,5,0,0.5,82.4,0.2,0,6.55
Jonathan Ikoné,Fiorentina,24,Serie A,MF,9,835,2,2,2,0,1.5,84.9,0.4,0,6.55
Maximilian Kilman,Wolves,25,Premier League,DF,15,1350,0,0,0,0,0.3,83.4,2.3,0,6.55
Juan Musso,Atalanta,28,Serie A,GK,10,818,0,0,1,0,0,66.9,0,0,6.55
Joel Ward,Crystal Palace,33,Premier League,DF,11,1021,0,0,4,0,0,76.1,1.9,0,6.55
Pierre Kalulu,AC Milan,22,Serie A,DF,10,1038,0,0,1,0,0.5,89.1,0.7,0,6.55
Tiago Tomás,Stuttgart,20,Bundesliga,MF,9,726,2,2,1,0,1.3,60.9,0.2,0,6.55
Rayan Cherki,Lyon,19,Ligue 1,MF,1,215,0,3,1,0,0.8,81.5,0,0,6.55
Joris Chotard,Montpellier,21,Ligue 1,MF,11,956,0,1,3,0,0.3,82.6,0.2,0,6.55
Moise Kean,Juventus,22,Serie A,MF,6,487,4,0,2,0,1.5,75.8,0.2,1,6.55
Julian Weigl,Borussia M.Gladbach,27,Bundesliga,DF,10,903,0,0,3,0,0.2,88.1,1,0,6.55
Anthony Lopes,Lyon,32,Ligue 1,GK,12,1017,0,0,0,1,0,78,0.1,0,6.55
Jonny,Wolves,28,Premier League,DF,11,982,0,0,3,0,0.7,85.4,0.9,0,6.55
José Fonte,Lille,38,Ligue 1,DF,14,1260,1,0,4,0,0.6,89.7,2.2,1,6.55
Pathé Ciss,Rayo Vallecano,28,La Liga,MF,6,638,1,0,3,0,0.8,85.8,0.9,1,6.55
Unai García,Osasuna,30,La Liga,DF,13,1119,0,1,4,1,0.3,79.5,1.6,0,6.55
Moussa Djenepo,Southampton,24,Premier League,MF,5,524,0,1,0,0,0.2,77.2,0.3,0,6.55
Pervis Estupiñán,Brighton,24,Premier League,DF,8,635,0,0,3,0,0.4,81.2,1.1,0,6.55
Amos Pieper,Werder Bremen,24,Bundesliga,DF,13,1104,0,1,6,0,0.5,78.3,2.1,0,6.54
Jordan Lotomba,Nice,24,Ligue 1,DF,10,934,0,0,2,0,0.4,84.7,0.7,0,6.54
Rodrigo Ely,Almeria,29,La Liga,DF,14,1235,0,0,2,1,0.6,83.2,2.4,0,6.54
Iván Balliu,Rayo Vallecano,30,La Liga,DF,14,1260,0,0,2,0,0.3,82,0.8,0,6.54
Sandi Lovric,Udinese,24,Serie A,MF,9,770,2,1,1,0,1.9,83.3,0.1,0,6.54
Christopher Trimmel,Union Berlin,35,Bundesliga,DF,10,927,0,2,1,0,0.5,64.9,0.5,0,6.54
Maxime Le Marchand,Strasbourg,33,Ligue 1,DF,12,971,0,0,3,1,0.3,81,2.3,0,6.54
Danny Ward,Leicester,29,Premier League,GK,15,1350,0,0,0,0,0,70.2,0.3,1,6.54
Óscar Gil,Espanyol,24,La Liga,DF,10,870,0,1,4,0,0.5,80.3,0.4,0,6.54
David Alaba,Real Madrid,30,La Liga,DF,13,1167,1,3,3,0,0.6,90.2,0.3,0,6.54
Naouirou Ahamada,Stuttgart,20,Bundesliga,MF,15,1241,2,0,2,0,1,85.4,0.5,0,6.54
Noah Fadiga,Brest,23,Ligue 1,DF,9,655,1,0,0,0,0.8,82.3,0.2,0,6.54
Amine Harit,Marseille,25,Ligue 1,MF,6,515,0,0,2,0,0.6,84.4,0.1,0,6.54
Aitor Ruibal,Real Betis,26,La Liga,DF,5,558,0,0,1,0,0.5,77.6,0.3,0,6.54
Tyrone Mings,Aston Villa,29,Premier League,DF,13,1170,0,0,3,0,0.1,83,1.7,0,6.54
David de Gea,Man Utd,32,Premier League,GK,14,1260,0,0,0,0,0,65.5,0.1,0,6.54
Ronaël Pierre-Gabriel,Strasbourg,24,Ligue 1,DF,7,636,0,1,3,0,0.2,79.9,0.6,0,6.54
Conor Coady,Everton,29,Premier League,DF,14,1251,1,1,1,0,0.2,85.3,1,0,6.54
Yassine Bounou,Sevilla,31,La Liga,GK,13,1037,0,0,2,0,0,69.4,0,1,6.54
Scott McTominay,Man Utd,25,Premier League,DF,6,637,0,0,5,0,0.5,82.3,1.5,0,6.54
Julián Álvarez,Man City,22,Premier League,MF,3,358,3,0,0,0,0.9,86.8,0.3,1,6.54
Alessandro Bastoni,Inter,23,Serie A,DF,9,732,0,1,2,0,0.4,87.8,1.2,0,6.54
Omar Marmoush,Wolfsburg,23,Bundesliga,MF,8,689,2,0,2,0,1.6,64.6,1.9,0,6.54
Kiliann Sildillia,Freiburg,20,Bundesliga,DF,13,1160,0,2,2,0,0.4,75.1,1.6,0,6.54
Colin Dagba,Strasbourg,24,Ligue 1,DF,6,465,0,0,1,0,0.2,85.1,0.2,0,6.54
Rodrigo De Paul,Atletico,28,La Liga,MF,9,674,1,1,2,0,0.7,84,0.2,1,6.54
Jonathan Tah,Leverkusen,26,Bundesliga,DF,14,1221,1,0,4,0,0.4,89.3,1.7,0,6.54
Matías Vecino,Lazio,31,Serie A,MF,9,814,1,0,1,0,1.1,84.5,0.6,0,6.54
Lilian Brassier,Brest,23,Ligue 1,DF,14,1202,0,0,2,0,0.4,79.2,1.2,0,6.54
Matteo Darmian,Inter,33,Serie A,DF,6,502,0,2,2,0,0,78,0.4,0,6.54
Jeffrey Schlupp,Crystal Palace,29,Premier League,DF,12,1096,0,0,3,0,0.9,80,0.6,0,6.54
Kristijan Jakic,Eintracht Frankfurt,25,Bundesliga,DF,12,1011,1,0,1,0,0.4,77.2,1.1,0,6.53
Lucas Chevalier,Lille,21,Ligue 1,GK,9,810,0,0,0,0,0,60.4,0,0,6.53
Maxime Gonalons,Clermont Foot,33,Ligue 1,DF,8,534,1,0,3,0,0.3,89.1,0.6,1,6.53
Mohamed Youssouf,AC Ajaccio,34,Ligue 1,DF,9,844,0,0,1,0,0.1,75.5,1.9,0,6.53
Conor Gallagher,Chelsea,22,Premier League,MF,7,501,1,1,1,1,0.7,81.3,0.5,1,6.53
Serhou Guirassy,Stuttgart,26,Bundesliga,MF,9,780,4,0,1,1,2,66.5,2.4,0,6.53
Marvin Friedrich,Borussia M.Gladbach,26,Bundesliga,DF,10,961,1,0,1,0,0.5,85.8,2.1,0,6.53
Lovro Majer,Rennes,24,Ligue 1,MF,6,566,1,2,2,0,0.9,84.6,0,0,6.53
Davinson Sánchez,Tottenham,26,Premier League,DF,6,530,0,0,1,0,0.3,88.1,1.4,0,6.53
Julien Ponceau,Lorient,22,Ligue 1,MF,9,773,0,2,1,0,0.6,83.8,0.1,0,6.53
Ruben Loftus-Cheek,Chelsea,26,Premier League,MF,12,958,0,0,1,0,0.6,86.4,1.4,0,6.53
Ryan Yates,Nottingham Forest,25,Premier League,MF,11,1034,0,1,3,0,1.3,80.7,1.8,0,6.53
Josh Dasilva,Brentford,24,Premier League,MF,7,687,2,1,1,0,0.6,83.2,0.3,0,6.53
Luis Muriel,Atalanta,31,Serie A,MF,6,524,1,2,0,1,1,67.6,0.7,1,6.53
Salih Özcan,Borussia Dortmund,24,Bundesliga,MF,11,889,0,1,4,0,0.1,87.8,0.7,0,6.53
Krzysztof Piatek,Salernitana,27,Serie A,FW,8,679,3,1,2,0,1.9,78.5,1.8,1,6.53
Jordan Ferri,Montpellier,30,Ligue 1,MF,13,1088,0,2,3,0,0.3,86,0.7,0,6.53
Joan Gonzàlez,Lecce,20,Serie A,MF,13,1118,1,2,4,0,0.6,77.8,1.3,1,6.53
Kamory Doumbia,Reims,19,Ligue 1,MF,9,716,1,1,0,0,1.1,81,0.4,0,6.53
Kiko Femenía,Villarreal,31,La Liga,DF,9,850,0,0,0,0,0,88.1,0.5,0,6.53
Luis Sinisterra,Leeds,23,Premier League,MF,6,456,2,0,1,1,1.1,84.1,1,0,6.52
Sergio Canales,Real Betis,31,La Liga,MF,9,860,1,0,2,1,0.6,81.8,0.6,0,6.52
Luca Caldirola,Monza,31,Serie A,DF,10,895,0,0,2,0,0.3,90.3,1.7,0,6.52
Emiliano Buendía,Aston Villa,25,Premier League,MF,7,727,1,0,0,0,1.1,81.3,0.6,0,6.52
Jordan Henderson,Liverpool,32,Premier League,DF,7,647,0,0,0,0,0.8,82.7,0.4,0,6.52
Philipp Förster,Bochum,27,Bundesliga,MF,8,655,1,2,1,0,0.8,79.8,0.4,1,6.52
Tomás Rincón,Sampdoria,34,Serie A,MF,13,1092,0,2,2,0,0.6,82.2,1.1,0,6.52
Andrea Colpani,Monza,23,Serie A,MF,3,336,2,0,0,0,1,87.3,0,0,6.52
Renato Sanches,PSG,25,Ligue 1,MF,2,316,2,0,0,0,0.6,93.5,0.1,0,6.52
Antonino Gallo,Lecce,22,Serie A,DF,10,914,0,1,0,1,0.2,71.2,1.1,0,6.52
Adrien Hunou,Angers,28,Ligue 1,MF,14,1096,3,1,1,0,1.5,75.2,0.6,0,6.52
Eduardo Camavinga,Real Madrid,20,La Liga,MF,5,506,0,0,1,0,0.6,91.5,0.4,0,6.52
Marco Bizot,Brest,31,Ligue 1,GK,14,1260,0,0,2,0,0,67.1,0,0,6.52
Jens Cajuste,Reims,23,Ligue 1,MF,5,525,0,1,3,1,0.6,80.8,0.3,0,6.52
Richarlison,Tottenham,25,Premier League,MF,5,438,0,2,2,0,1.3,75.4,0.4,1,6.52
Christoph Kramer,Borussia M.Gladbach,31,Bundesliga,MF,14,1187,0,0,3,0,0.3,83.5,0.9,0,6.52
Carles Aleñá,Getafe,24,La Liga,MF,13,1030,2,2,6,0,1,80.3,0.5,1,6.52
Leonardo Bittencourt,Werder Bremen,28,Bundesliga,MF,8,578,2,0,3,0,0.7,76.4,0.1,0,6.52
Anthony Losilla,Bochum,36,Bundesliga,DF,15,1330,0,0,3,0,0.7,71.2,2.7,0,6.52
Jefferson Lerma,Bournemouth,28,Premier League,DF,15,1350,2,0,3,0,0.9,82.6,1.8,0,6.52
Ignatius Ganago,Nantes,23,Ligue 1,MF,5,508,3,2,0,0,0.9,70.1,1.8,0,6.52
Joël Veltman,Brighton,30,Premier League,DF,11,950,0,0,1,0,0.3,83.8,0.6,0,6.52
Ryan Christie,Bournemouth,27,Premier League,MF,9,722,1,0,1,0,1.1,83.8,0.3,0,6.52
Edmond Tapsoba,Leverkusen,23,Bundesliga,DF,15,1314,0,0,2,0,0.3,86.4,1.3,1,6.52
Cédric Brunner,Schalke,28,Bundesliga,DF,12,1020,0,0,1,0,0.3,73.5,1.3,0,6.52
Assan Ceesay,Lecce,28,Serie A,FW,10,892,3,0,1,0,1.3,60.2,1.9,1,6.52
Manu Sánchez,Osasuna,22,La Liga,DF,4,466,0,1,0,0,0.4,83.4,0.4,0,6.52
Samuel Gigot,Marseille,29,Ligue 1,DF,9,721,2,0,2,2,0.5,86.9,1.6,1,6.51
Marcus Ingvartsen,Mainz,26,Bundesliga,MF,6,460,4,0,0,0,1.8,64,1.2,0,6.51
Ben Chilwell,Chelsea,25,Premier League,DF,4,418,1,1,1,0,0.3,82,1.3,0,6.51
Ryan Sessegnon,Tottenham,22,Premier League,DF,8,663,2,0,3,0,1.3,72.5,0.8,0,6.51
Elbasan Rashani,Clermont Foot,29,Ligue 1,MF,9,769,1,1,1,0,0.9,79.5,0.8,0,6.51
Joe Scally,Borussia M.Gladbach,19,Bundesliga,DF,15,1305,0,0,1,0,0.3,77.1,0.7,0,6.51
Valentin Gendrey,Lecce,22,Serie A,DF,13,1182,0,0,3,0,0.1,75.1,1,0,6.51
Yangel Herrera,Girona,24,La Liga,MF,9,634,0,2,1,0,1.3,81.3,0.8,0,6.51
Charles De Ketelaere,AC Milan,21,Serie A,MF,5,576,0,1,2,0,0.7,76.1,0.8,0,6.51
Francesco Acerbi,Inter,34,Serie A,DF,7,658,0,1,1,0,0.3,88.7,1.9,0,6.51
Rogerio,Sassuolo,24,Serie A,DF,13,1154,0,2,2,0,0.2,83.6,0.5,1,6.51
Ivan Ordets,Bochum,30,Bundesliga,DF,12,1037,0,0,2,0,0.3,73.7,3.9,0,6.51
Giacomo Raspadori,Napoli,22,Serie A,MF,7,517,1,0,1,0,2.1,79.3,0.1,0,6.51
Dylan Bronn,Salernitana,27,Serie A,DF,11,978,0,0,1,0,0.4,84.7,1.4,0,6.51
Vanja Milinkovic-Savic,Torino,25,Serie A,GK,15,1350,0,0,2,0,0,54.5,0.3,0,6.51
Alessandro Buongiorno,Torino,23,Serie A,DF,10,908,0,0,5,0,0.5,81,3.1,0,6.51
Danilo Soares,Bochum,31,Bundesliga,DF,10,827,0,0,2,0,0.1,72.8,1.2,0,6.51
Jan Oblak,Atletico,29,La Liga,GK,12,1053,0,0,1,0,0,57.5,0.3,0,6.51
Aaron Hickey,Brentford,20,Premier League,DF,8,684,0,0,4,0,0.3,83.1,0.4,0,6.51
Yohann Magnin,Clermont Foot,25,Ligue 1,MF,10,939,0,0,4,0,0.5,85,0.7,0,6.51
Sergio León,Real Valladolid,33,La Liga,FW,7,627,5,1,0,0,1.2,67.9,0.8,1,6.51
Evann Guessand,Nantes,21,Ligue 1,MF,8,635,1,2,1,0,0.7,79.5,0.8,0,6.51
Pere Milla,Elche,30,La Liga,MF,8,806,3,1,3,0,0.8,76.1,0.9,1,6.5
Kevin Behrens,Union Berlin,31,Bundesliga,FW,3,442,2,1,1,0,0.5,63.6,4,1,6.5
Édouard Mendy,Chelsea,30,Premier League,GK,8,765,0,0,1,0,0,75.7,0.3,0,6.5
Giorgio Scalvini,Atalanta,18,Serie A,DF,8,648,1,0,3,0,0.4,74.4,0.4,0,6.5
Luka Lochoshvili,Cremonese,24,Serie A,DF,12,971,0,1,1,0,0.3,80.8,1.5,0,6.5
Joseph Aidoo,Celta Vigo,27,La Liga,DF,14,1260,1,0,2,0,0.4,85.5,1.7,1,6.5
Jean-Clair Todibo,Nice,22,Ligue 1,DF,13,1073,0,0,2,2,0.2,89.1,0.9,1,6.5
José Ángel Carmona,Sevilla,20,La Liga,DF,4,443,2,1,4,0,0.6,84,0.3,1,6.5
Mohamed Elyounoussi,Southampton,28,Premier League,MF,12,988,0,1,2,0,1.5,69.2,1.1,0,6.5
Kieffer Moore,Bournemouth,30,Premier League,FW,8,750,4,0,0,0,0.7,60.3,2.5,1,6.5
Marco Asensio,Real Madrid,26,La Liga,MF,1,179,1,2,0,0,0.9,96.5,0,1,6.5
Patrick Ciurria,Monza,27,Serie A,MF,8,771,0,3,2,0,1.1,82.9,0.2,1,6.5
Divock Origi,AC Milan,27,Serie A,MF,4,432,1,1,1,0,1.5,70.9,0.8,1,6.5
Gerrit Holtmann,Bochum,27,Bundesliga,DF,7,733,1,1,0,0,1.8,69.3,0.9,0,6.5
Samuel Chukwueze,Villarreal,23,La Liga,MF,5,534,0,1,1,0,1.1,76,0.5,0,6.5
Nathan Collins,Wolves,21,Premier League,DF,12,1023,0,0,2,1,0,89.7,1.3,0,6.5
Adam Lallana,Brighton,34,Premier League,MF,8,495,1,1,0,0,0.5,84.1,0.5,0,6.5
Sebastiaan Bornauw,Wolfsburg,23,Bundesliga,DF,9,727,0,0,3,0,0.2,81.2,1.3,0,6.5
Sam Lammers,Empoli,25,Serie A,FW,10,886,1,1,0,0,2,63.6,1.3,1,6.49
Giovanni Reyna,Borussia Dortmund,20,Bundesliga,MF,3,363,2,0,1,0,0.9,74.2,0.3,0,6.49
Alexander Hack,Mainz,29,Bundesliga,DF,13,992,0,0,2,1,0.2,74.6,2.3,0,6.49
Leandro Cabrera,Espanyol,31,La Liga,DF,13,1108,0,0,1,1,0.9,74.5,2.8,0,6.49
Ángel Correa,Atletico,27,La Liga,MF,4,509,3,0,0,0,1.4,82.9,0.1,1,6.49
Brecht Dejaegere,Toulouse,31,Ligue 1,MF,10,776,3,0,2,0,0.8,80.4,0.5,0,6.49
Neeskens Kebano,Fulham,30,Premier League,MF,9,719,0,3,0,0,0.8,80.4,0.1,0,6.49
Adam Webster,Brighton,27,Premier League,DF,13,1170,0,0,1,0,0.9,86.5,2.5,0,6.49
André Gomes,Lille,29,Ligue 1,MF,6,537,0,0,2,0,0.8,85,0.7,0,6.49
Alex Telles,Sevilla,29,La Liga,DF,7,752,0,2,4,0,0.3,80.5,0.9,0,6.49
Nicolas Jackson,Villarreal,21,La Liga,FW,8,777,2,2,1,0,1.2,72.7,0.3,0,6.49
Jeff Reine-Adélaïde,Lyon,24,Ligue 1,MF,1,305,0,0,1,0,0.8,89.6,0.3,0,6.49
Tobias Mohr,Schalke,27,Bundesliga,DF,8,696,0,2,0,0,0.8,67,0.6,0,6.49
Jeremy Toljan,Sassuolo,28,Serie A,DF,14,1319,0,1,1,0,0.3,82.6,0.1,0,6.49
Ferran Torres,Barcelona,22,La Liga,MF,6,567,2,0,3,0,2,83,0.1,0,6.49
Jonny Evans,Leicester,34,Premier League,DF,9,810,0,0,0,0,0.1,89.4,2.2,1,6.49
Benoît Costil,Auxerre,35,Ligue 1,GK,15,1350,0,0,0,0,0,68.5,0.1,0,6.49
Unai Simón,Athletic Bilbao,25,La Liga,GK,14,1260,0,0,1,0,0,71.3,0,0,6.49
Rayan Aït-Nouri,Wolves,21,Premier League,DF,7,667,0,0,1,0,0.7,82.7,0.7,0,6.48
Toni Lato,Valencia,25,La Liga,DF,2,271,1,0,0,0,0.6,87.7,0.1,1,6.48
Charalampos Lykogiannis,Bologna,29,Serie A,DF,6,587,1,0,2,0,0.7,72,0.8,0,6.48
Thierno Baldé,Troyes,20,Ligue 1,DF,10,802,0,0,0,0,0.3,84.9,0.2,0,6.48
Dany Mota,Monza,24,Serie A,FW,7,608,2,0,1,0,0.7,69.7,1.1,0,6.48
Jonathan Burkardt,Mainz,22,Bundesliga,MF,7,537,1,2,2,0,1.9,71.9,0.7,1,6.48
Yoane Wissa,Brentford,26,Premier League,MF,6,637,3,1,1,0,1.1,75.4,0.5,0,6.48
Anthony Caci,Mainz,25,Bundesliga,DF,6,617,1,0,0,0,0.3,74.1,0.5,0,6.48
Nico González,Valencia,20,La Liga,MF,5,513,1,0,0,0,0.8,89.9,0.8,0,6.48
Duván Zapata,Atalanta,31,Serie A,FW,6,512,1,0,1,0,1.4,69.1,2.1,0,6.48
Cheikhou Kouyaté,Nottingham Forest,32,Premier League,DF,9,709,1,0,2,0,0.4,77.6,1.2,0,6.48
Josuha Guilavogui,Wolfsburg,32,Bundesliga,DF,4,451,1,0,1,0,0.2,78.6,1.7,0,6.48
Tonny Vilhena,Salernitana,27,Serie A,DF,11,987,1,1,3,0,1.4,79.3,0.4,0,6.48
Antonio Rüdiger,Real Madrid,29,La Liga,DF,7,683,1,0,1,0,0.6,92.8,1,0,6.48
Filip Djuricic,Sampdoria,30,Serie A,MF,13,1017,2,0,5,0,0.5,77.9,0.5,0,6.48
Nacho Vidal,Osasuna,27,La Liga,DF,10,892,0,0,2,0,0.6,76.6,1.4,0,6.48
Alexis Blin,Lecce,26,Serie A,MF,6,687,0,0,2,0,0.1,83.6,0.8,0,6.48
Gerson,Marseille,25,Ligue 1,MF,6,420,2,0,1,0,0.9,82.4,0.8,0,6.48
Lassine Sinayoko,Auxerre,22,Ligue 1,MF,10,866,0,2,0,1,1.6,75.1,0.7,0,6.48
Haris Belkebla,Brest,28,Ligue 1,MF,12,1087,1,0,1,0,0.4,84.3,0.8,0,6.47
Unai Núñez,Celta Vigo,25,La Liga,DF,13,1170,0,0,3,0,0.5,88.6,2,0,6.47
Francis Coquelin,Villarreal,31,La Liga,MF,6,520,1,0,2,0,0.4,86.8,0.5,0,6.47
Pedro Chirivella,Nantes,25,Ligue 1,MF,14,1202,0,0,1,0,0.9,85.2,0.4,0,6.47
Gabriel Paulista,Valencia,32,La Liga,DF,7,579,1,0,1,0,1.1,88.2,2,0,6.47
Konstantinos Tsimikas,Liverpool,26,Premier League,DF,4,365,0,3,1,0,0.3,85,0.2,0,6.47
Takehiro Tomiyasu,Arsenal,24,Premier League,DF,4,406,0,0,1,0,0.1,83.8,0.6,0,6.47
Souleyman Doumbia,Angers,26,Ligue 1,DF,13,1078,0,0,2,0,0.3,81,0.8,0,6.47
Stole Dimitrievski,Rayo Vallecano,28,La Liga,GK,13,1170,0,0,3,0,0,54.2,0.1,1,6.47
Emanuele Valeri,Cremonese,24,Serie A,MF,12,1007,1,0,1,0,1.1,61.1,0.5,0,6.47
Rubén Sobrino,Cadiz,30,La Liga,MF,9,801,1,0,3,0,1.2,77.3,1.6,0,6.47
Wilson Odobert,Troyes,18,Ligue 1,FW,6,694,3,2,0,0,0.9,79.6,0.3,0,6.47
Nemanja Radonjic,Torino,26,Serie A,MF,7,697,2,1,0,0,2,68.8,0.4,2,6.47
Yan Couto,Girona,20,La Liga,DF,5,505,0,0,1,0,0.2,81.4,0.1,0,6.47
Agustín Marchesín,Celta Vigo,34,La Liga,GK,14,1260,0,0,3,0,0,67.8,0.2,0,6.47
Arkadiusz Reca,Spezia,27,Serie A,DF,9,792,1,1,1,0,0.5,72.3,0.4,0,6.47
Arnaud Nordin,Montpellier,24,Ligue 1,MF,10,811,3,1,2,0,1.2,79.1,0.4,0,6.47
Eric Martel,FC Koln,20,Bundesliga,MF,9,768,0,0,1,0,0.8,81.2,2.3,0,6.47
Leonardo Spinazzola,Roma,29,Serie A,DF,8,739,0,1,0,0,0.3,77.2,0.5,0,6.47
Pape Gueye,Marseille,23,Ligue 1,MF,3,338,1,0,1,0,0.7,83.8,0.8,0,6.47
Stephan El Shaarawy,Roma,30,Serie A,MF,1,340,1,0,0,0,0.9,81.3,0.3,0,6.47
Matheus Nunes,Wolves,24,Premier League,MF,11,862,0,1,1,0,1.3,81.2,0.7,1,6.46
Renato Tapia,Celta Vigo,27,La Liga,DF,7,641,0,0,2,0,0.2,87.7,1,0,6.46
Fernando Calero,Espanyol,27,La Liga,DF,10,875,0,0,1,0,0.2,83.9,1.2,0,6.46
Hugo Magnetti,Brest,24,Ligue 1,MF,6,587,0,0,0,0,0.4,83.9,0.4,0,6.46
Thomas Ouwejan,Schalke,26,Bundesliga,DF,9,743,0,1,1,0,0.5,69.1,0,0,6.46
Mathias Pereira Lage,Brest,26,Ligue 1,MF,12,950,0,1,1,0,1.1,72.8,1.1,0,6.46
