name,team,age,position,apps,minutesPlayed,assistTotal,keyPassPerGame,totalPassesPerGame,passSuccess,accurateCrossesPerGame,accurateLongPassPerGame,accurateThroughBallPerGame,rating
Jacob Murphy,"Newcastle,",27,", D(R),M(LR)",5(10),487,1,0.4,9.5,66.9,0.2,0,0.1,6.34
Habib Diarra,"Strasbourg,",18,", M(C)",4(5),437,0,0,18.2,76.2,0,0.6,0,6.34
Pablo Rosario,"Nice,",25,", D(C),DMC",7(3),673,0,0.6,37.4,89.8,0.1,2.1,0,6.33
Hugo Mallo,"Celta Vigo,",31,", D(CR),M(R)",11,878,0,0.4,42.1,80.3,0.5,1.5,0,6.33
Jeong Woo-Yeong,"Freiburg,",23,", AM(CR),FW",3(10),463,1,0.3,12.2,79.2,0.2,0.2,0,6.33
Nedim Bajrami,"Empoli,",23,", AM(C)",7(8),807,0,0.9,16.6,78.7,0.5,0.5,0,6.33
Soualiho Meïté,"Cremonese,",28,", M(C)",9(1),694,0,0.4,25.4,79.9,0.1,0.9,0,6.33
Lorenzo Colombo,"Lecce,",20,", FW",5(8),468,2,0.3,7.5,70.4,0,0.1,0,6.33
Marcos André,"Valencia,",26,", FW",3(8),366,0,0.3,4.1,66.7,0,0,0.1,6.33
Rui Patrício,"Roma,",34,", GK",15,1350,0,0,21.9,78.7,0,4.2,0,6.33
Riccardo Orsolini,"Bologna,",25,", M(CR),FW",6(6),619,1,0.6,16,60.9,0.4,1,0,6.33
Odilon Kossounou,"Leverkusen,",21,", D(CR)",5(6),516,1,0.2,28.1,82.8,0.1,0.6,0,6.33
Sékou Mara,"Southampton,",20,", FW",2(7),209,1,0.4,3.7,66.7,0,0.1,0.1,6.33
Sargis Adamyan,"FC Koln,",29,", AM(CLR),FW",3(11),430,1,0.5,7.5,75.2,0.3,0.4,0.1,6.33
Luis Hernández,"Cadiz,",33,", D(CR)",12,1080,0,0.3,37.5,79.1,0.1,3.3,0,6.33
Juan Carlos Martín,"Girona,",34,", GK",10,900,0,0,28.9,82.4,0,4.1,0,6.33
Dominick Drexler,"Schalke,",32,", AM(CLR)",10(2),736,3,0.8,18.5,67.6,0.3,0.6,0,6.33
Morten Thorsby,"Union Berlin,",26,", M(CLR)",4(7),431,0,0.1,8.4,68.5,0,0.3,0,6.33
Atakan Karazor,"Stuttgart,",26,", D(C),DMC",5(7),482,0,0.3,21.2,84.3,0,0.8,0,6.32
Florian Müller,"Stuttgart,",25,", GK",15,1350,0,0.1,33.1,79.9,0,6.8,0,6.32
Jerdy Schouten,"Bologna,",25,", DMC",10(1),856,0,0.4,35.4,82.5,0,1.1,0,6.32
Simon Zoller,"Bochum,",31,", AM(LR),FW",13(1),987,1,0.5,14.1,63.5,0.1,0.7,0.1,6.32
Valère Germain,"Montpellier,",32,", AM(CLR),FW",2(11),287,0,0.2,8.1,75.2,0,0,0,6.32
Andoni Gorosabel,"Real Sociedad,",26,", D(R)",8(3),716,0,0.5,31.6,87.4,0.4,1.6,0,6.32
Remi Oudin,"Lecce,",26,", M(CLR),FW",1(8),210,0,0.3,10.1,62.6,0.2,0.7,0,6.32
Joan Jordán,"Sevilla,",28,", M(C)",9(1),687,0,0.4,42.8,86.9,0,2.8,0.1,6.32
Alex Král,"Schalke,",24,", DMC",10(2),905,0,0.3,25.6,69.7,0,1.5,0.1,6.32
Federico Bonazzoli,"Salernitana,",25,", AM(C),FW",9(5),735,1,0.4,15.4,76.7,0.1,1.4,0,6.32
Frank Onyeka,"Brentford,",24,", DMC",4(8),439,1,0.4,10.6,75.6,0,0.3,0,6.32
José Morales,"Villarreal,",35,", D(R),M(CLR),FW",3(10),421,0,0.2,5.8,63.2,0,0.2,0,6.32
Iago,"Augsburg,",25,", D(L),M(L)",13,1093,1,0.5,25.8,63.1,0.5,1.5,0,6.32
Benjamin Leroy,"AC Ajaccio,",33,", GK",14,1179,0,0,21.3,56,0,5.6,0,6.32
Wilfred Ndidi,"Leicester,",25,", D(C),DMC",7(3),637,0,0,42.3,87.7,0,0.6,0,6.32
Toni Villa,"Girona,",27,", AM(CL)",3(7),286,0,0.3,11.4,81.6,0.2,0.2,0,6.31
Javier Puado,"Espanyol,",24,", AM(LR),FW",8(5),751,0,0.6,13.2,83.7,0,0.4,0,6.31
Iddrisu Baba,"Mallorca,",26,", DMC",6(5),547,0,0.2,17.8,85.2,0,1.3,0,6.31
Angelo Stiller,"Hoffenheim,",21,", DMC",1(9),235,1,0.3,14,79.3,0.1,0.8,0.1,6.31
Pavel Kaderábek,"Hoffenheim,",30,", D(R),M(LR)",5(8),596,0,0.5,20.8,70,0.8,0.6,0,6.31
Pascal Stenzel,"Stuttgart,",26,", D(CR),M(R)",2(7),224,1,0.2,11.2,77.2,0.3,2,0,6.31
Scott McKenna,"Nottingham Forest,",26,", D(C)",14,1260,0,0.5,41.4,81.2,0.1,2.1,0,6.31
Kevin Kampl,"RBL,",32,", M(CLR)",9(6),722,0,0.2,34.3,91.2,0.1,1.4,0.1,6.31
Rasmus Højlund,"Atalanta,",19,", Forward",4(7),433,1,0.6,9.7,76.6,0,0.2,0,6.31
Luka Milivojevic,"Crystal Palace,",31,", DMC",2(7),274,0,0.1,16.8,83.4,0,0.9,0,6.31
Borja Mayoral,"Getafe,",25,", FW",14,1116,0,0.4,19.6,74.9,0.1,0.6,0.1,6.31
Davie Selke,"Hertha Berlin,",27,", FW",3(10),276,1,0.3,5.1,62.1,0,0,0,6.31
Nélson Semedo,"Wolves,",29,", D(LR),M(R)",8(5),679,1,0.5,19.8,81.8,0.3,0.8,0.1,6.31
Samuel Moutoussamy,"Nantes,",26,", M(CL)",10(3),832,1,0.5,27.2,85.6,0,1.1,0,6.31
Théo Bongonda,"Cadiz,",27,", AM(LR)",5(4),447,0,0.2,11,78.8,0.1,0.2,0,6.31
Enzo Ebosse,"Udinese,",23,", D(C)",7(6),760,0,0.1,31.5,83.4,0.1,2.5,0,6.31
Papu Gómez,"Sevilla,",34,", M(CLR),FW",6(6),647,1,0.6,28.6,91.3,0.6,2.1,0.2,6.31
Amadou Haidara,"RBL,",24,", M(CLR)",4(9),465,1,0.3,21.2,83,0,1.1,0.1,6.31
Shandon Baptiste,"Brentford,",24,", AM(C)",4(8),428,0,0.5,14.8,84.3,0.3,0.7,0.1,6.31
Bonke Innocent,"Lorient,",26,", DMC",7(6),612,1,0.3,21.8,90.8,0,0.6,0,6.31
Agustín Álvarez Martínez,"Sassuolo,",21,", Forward",0(10),163,1,0.1,3.9,87.2,0,0.4,0,6.31
Milan Djuric,"Verona,",32,", FW",2(9),277,0,0.4,9.7,49.5,0,0,0,6.3
Florian Dietz,"FC Koln,",24,", Forward",4(7),394,0,0.4,6.3,55.1,0,0,0,6.3
Gumbau,"Elche,",27,", DMC",9(4),834,3,1.1,29.5,84.1,1.1,2.5,0,6.3
Jordi Osei-Tutu,"Bochum,",24,", D(R),M(LR)",5(8),495,0,0.2,8,75,0.1,0.4,0,6.3
Alfred Duncan,"Fiorentina,",29,", DMC",2(7),285,0,0.2,17,79.1,0.3,1,0.1,6.3
Óscar Mingueza,"Celta Vigo,",23,", D(CR)",4(6),475,0,0.3,28.2,84.4,0.3,1.3,0,6.3
Ronaldo Vieira,"Sampdoria,",24,", DMC",5(6),531,0,0,29.7,91.1,0,1.3,0,6.3
Sebastian Polter,"Schalke,",31,", AM(R),FW",4(10),458,2,0.4,7.8,56.9,0.1,0.1,0,6.3
Islam Slimani,"Brest,",34,", FW",10(1),837,1,1,27.7,73.1,0.1,0.8,0.2,6.3
Sven Michel,"Union Berlin,",32,", AM(L),FW",0(11),220,0,0.1,7.5,62.2,0.1,0.3,0,6.3
Sebastian Rudy,"Hoffenheim,",32,", D(R),M(CR)",1(9),243,1,0.4,12.7,80.3,0.4,0.8,0,6.29
Fran Beltrán,"Celta Vigo,",23,", DMC",13(1),1126,1,0.6,54.4,92.4,0.2,2.9,0,6.29
Iván Alejo,"Cadiz,",27,", AM(R)",8(4),660,1,0.7,10.6,70.1,0.7,0.2,0,6.29
Tanguy Nianzou,"Sevilla,",20,", D(C)",8(2),643,0,0,35.1,91.2,0,1,0,6.29
Federico Di Francesco,"Lecce,",28,", M(LR),FW",8(7),654,1,0.6,10.1,70.9,0,0.3,0.1,6.29
Mitchel Bakker,"Leverkusen,",22,", D(L),M(L)",9(4),765,1,0.5,29.5,76.8,0.2,1.2,0,6.29
Omar Mascarell,"Elche,",29,", DMC",12,1016,0,0.5,41.2,86.4,0.2,2.6,0,6.29
Mikkel Damsgaard,"Brentford,",22,", AM(CL)",1(8),261,0,0.4,12,74.1,0.3,0.3,0,6.29
Marcus Coco,"Nantes,",26,", M(LR),FW",3(6),215,0,0.3,9.1,76.8,0.2,0.4,0,6.29
Ivan Rakitic,"Sevilla,",34,", M(C)",6(5),524,0,0.9,36.1,82.6,0.4,1.5,0.1,6.28
Stuart Armstrong,"Southampton,",30,", AM(CLR)",7(7),690,0,0.7,21.6,81.8,0.4,0.9,0.1,6.28
Jesús Navas,"Sevilla,",37,", D(R),M(R)",6(5),624,0,0.9,33.1,81,0.9,2.9,0,6.28
Valery Fernández,"Girona,",23,", M(L)",4(5),397,1,1.3,11.7,88.6,0.1,0.4,0,6.28
Thorgan Hazard,"Borussia Dortmund,",29,", M(CLR),FW",2(12),455,0,0.8,18.6,80,0.4,0.5,0,6.28
Andreas Bruus,"Troyes,",23,", D(R)",5(4),505,1,1,18.1,73.6,1.7,1.4,0,6.28
Enzo Millot,"Stuttgart,",20,", Midfielder",3(8),350,0,0.3,12.5,84.1,0.1,0.1,0,6.27
Julian Jeanvier,"Auxerre,",30,", D(C)",9,728,0,0,35.9,88.5,0,1.9,0,6.27
Khalil Fayad,"Montpellier,",18,", Midfielder",4(5),326,1,0.3,21.3,82.3,0,0.8,0.1,6.27
Cyriel Dessers,"Cremonese,",27,", FW",11(2),865,1,1,11.1,63.2,0,0.3,0,6.27
Ezequiel Ponce,"Elche,",25,", AM(L),FW",4(9),506,0,0.3,8.8,73.7,0,0.3,0.1,6.27
Clément Grenier,"Mallorca,",31,", M(CL)",4(6),404,0,0.6,16.2,80.2,0.3,0.6,0,6.27
Djené Dakonam,"Getafe,",30,", D(C)",12,1004,0,0.1,31.7,84.2,0.2,2.4,0,6.27
Keidi Bare,"Espanyol,",25,", DMC",3(8),328,0,0.2,14.9,84.8,0.1,1,0,6.27
Yves Bissouma,"Tottenham,",26,", M(C)",6(8),602,0,0.3,29,91.6,0,0.5,0,6.27
Angelo Fulgini,"Mainz,",26,", AM(CLR),FW",5(9),490,1,0.4,14.5,82.3,0.1,0.2,0,6.27
Yannik Keitel,"Freiburg,",22,", DMC",4(7),345,1,0.2,12.9,83.1,0,0.9,0,6.27
Tanguy Ndombélé,"Napoli,",25,", M(C)",6(7),467,0,0.5,25.7,89.5,0,0.1,0,6.26
Léo Leroy,"Montpellier,",22,", DMC",2(7),251,0,0.2,12.3,71.2,0,0.2,0,6.26
Gonzalo Escalante,"Cremonese,",29,", DMC",7(2),556,1,0.4,31.8,77.6,0,1.1,0,6.26
Andrea Petagna,"Monza,",27,", FW",6(4),534,1,0.6,12.6,73.8,0,0.6,0,6.26
Armando Broja,"Chelsea,",21,", FW",2(10),290,0,0.1,4.4,62.3,0,0,0,6.26
Brian Ocampo,"Cadiz,",23,", M(L)",7(3),562,0,0.5,14.6,77.4,0.5,0.7,0,6.26
Emre Can,"Borussia Dortmund,",28,", D(CLR),DMC",3(7),394,0,0,24.1,88.8,0,1.4,0,6.26
Neal Maupay,"Everton,",26,", AM(C),FW",6(4),554,0,0.5,11.2,82.1,0,0.3,0,6.26
Gonçalo Paciência,"Celta Vigo,",28,", FW",3(7),328,0,0.3,6.4,56.3,0.1,0.2,0,6.26
José Mari,"Cadiz,",35,", DMC",2(8),282,0,0.5,13.1,80.9,0,1.8,0,6.26
Marvin Schwäbe,"FC Koln,",27,", GK",15,1350,0,0,39.5,79.4,0,4.7,0,6.26
Gauthier Hein,"Auxerre,",26,", AM(R)",8(6),672,0,0.7,20.8,89.3,0.3,2.1,0,6.26
Iké Ugbo,"Troyes,",24,", FW",5(8),385,1,0.2,3.4,72.7,0,0,0,6.26
Jim Allevinah,"Clermont Foot,",27,", AM(LR)",5(8),542,0,0.2,12.8,83.2,0.2,0.2,0,6.25
Dion Lopy,"Reims,",20,", DMC",8(3),608,0,0.5,24,84.1,0,1.5,0,6.25
Erhan Masovic,"Bochum,",24,", D(C)",7(5),719,0,0.4,28.4,83.6,0,1.8,0,6.25
Pablo Sarabia,"PSG,",30,", D(L),M(CLR),FW",3(9),314,0,0.8,11.7,83.6,0.5,0,0.1,6.25
Oliver Burke,"Werder Bremen,",25,", AM(LR),FW",1(13),242,0,0.3,5.1,72.2,0,0,0,6.25
Christian Pulisic,"Chelsea,",24,", M(CLR),FW",3(10),415,1,0.7,12.1,82.8,0,0.4,0,6.25
Valerio Verre,"Sampdoria,",28,", AM(CL),FW",3(11),426,0,0.7,19.4,77.1,0.4,1.5,0.1,6.25
Dyego Sousa,"Almeria,",33,", FW",2(8),302,1,0.5,9.2,69.6,0,0.1,0.1,6.25
Kieran Tierney,"Arsenal,",25,", D(CL),M(L)",3(9),346,0,0.2,17.2,77.7,0.1,1.1,0,6.25
Lucas Alario,"Eintracht Frankfurt,",30,", FW",2(8),234,0,0.1,5.5,70.9,0,0.2,0,6.25
Kingsley Ehizibue,"Udinese,",27,", D(R),M(R)",2(9),339,0,0.1,13.3,75.3,0.3,0.5,0,6.25
Luca Kilian,"FC Koln,",23,", D(C)",13,1099,0,0.2,51.3,86.2,0,2.3,0,6.24
Jon Moncayola,"Osasuna,",24,", DMC",9(5),873,0,0.4,30.9,85,0,2.6,0.1,6.24
Liam Henderson,"Empoli,",26,", AM(C)",7(6),600,1,0.9,18.5,80.1,0.5,0.4,0,6.24
Matthis Abline,"Rennes,",19,", Forward",0(10),96,0,0.2,1.2,50,0,0.1,0.1,6.24
Cédric Hountondji,"Angers,",28,", D(C)",15,1338,0,0.1,40.6,87.4,0,1.9,0,6.24
Nicolò Zaniolo,"Roma,",23,", AM(CR),FW",10(1),772,0,0.7,14.4,69,0.3,0.8,0.1,6.24
Taiwo Awoniyi,"Nottingham Forest,",25,", FW",6(7),512,0,0.4,7.1,78.3,0,0.1,0,6.24
Birger Meling,"Rennes,",27,", D(LR),DMC",2(7),276,0,0,18.8,84.6,0.1,0.9,0,6.24
Cédric Avinel,"AC Ajaccio,",36,", D(C)",8(1),696,0,0,27.8,84.4,0,1.7,0,6.24
Jens Stage,"Werder Bremen,",26,", M(C)",6(8),560,1,0.4,12.6,62.1,0.1,0.1,0,6.24
Daniel Caligiuri,"Augsburg,",34,", D(R),M(CLR),FW",2(8),255,0,0.3,9.4,62.8,0.3,0.7,0,6.24
Ismaël Diallo,"AC Ajaccio,",25,", D(L)",10(2),927,0,0.4,28.9,77.8,0.2,1.9,0.2,6.24
Achraf Dari,"Brest,",23,", D(C)",8(2),720,0,0.1,41.2,81.6,0,3.8,0,6.24
Helibelton Palacios,"Elche,",29,", D(R)",8(1),707,0,0.3,25,81.3,0.2,0.6,0,6.24
Adrien Tameze,"Verona,",28,", M(C)",12(2),1061,0,0.8,24.5,74.9,0.1,1.2,0,6.24
Kaan Ayhan,"Sassuolo,",28,", D(CR),DMC",5(5),543,0,0,32.9,86.9,0,3.1,0,6.24
Chris Wood,"Newcastle,",31,", FW",2(12),265,0,0.1,4.9,63.2,0,0.1,0,6.24
Lilian Egloff,"Stuttgart,",20,", Midfielder",2(7),231,0,0.4,6.8,62.3,0,0.1,0,6.23
Brennan Johnson,"Nottingham Forest,",21,", AM(CLR),FW",13(2),1189,0,0.5,12.4,61.3,0.1,0.2,0,6.23
Dimitri Foulquier,"Valencia,",29,", D(CLR),M(R)",2(7),283,1,0.2,12.2,67.3,0.3,0.2,0,6.23
Erik Botheim,"Salernitana,",22,", Forward",3(11),326,1,0.4,5.8,65.4,0.1,0.1,0,6.23
Jaidon Anthony,"Bournemouth,",23,", AM(L)",1(9),265,0,0.1,8.6,72.1,0,0.4,0,6.23
Domagoj Bradaric,"Salernitana,",22,", D(L),M(L)",4(6),501,1,0.5,19.3,84.5,0.5,0.6,0,6.23
Florent Ogier,"Clermont Foot,",33,", D(C)",7(2),670,1,0.3,41,84.6,0,3,0,6.23
Michel Aebischer,"Bologna,",25,", AM(CR)",7(6),623,0,0.4,18.9,83.3,0.1,1,0,6.23
Javi Hernández,"Girona,",24,", Defender",4(6),364,1,0.3,22.6,85.4,0.1,0.9,0,6.23
Arnaut Danjuma,"Villarreal,",25,", AM(L),FW",6(3),478,0,0.4,9,72.8,0.3,0,0,6.23
Rayan Raveloson,"Auxerre,",25,", DMC",8(5),726,0,0.3,23,87,0.2,1.4,0,6.23
Raúl Guti,"Elche,",25,", DMC",8(3),622,0,0,19,85.6,0,0.9,0,6.23
Anthony Lozano,"Cadiz,",29,", AM(L),FW",8(4),757,0,0.5,11.7,67.9,0.1,0,0,6.22
Kristoffer Askildsen,"Lecce,",21,", M(C)",6(6),503,0,0.4,12.8,68.8,0.4,1.2,0,6.22
Moussa Diarra,"Toulouse,",22,", D(C)",5(6),551,0,0.1,19.9,84.9,0.1,0.8,0,6.22
Tom Cairney,"Fulham,",31,", M(CR)",1(14),330,0,0.5,17.3,89.6,0.3,0.9,0,6.22
Kingsley Schindler,"FC Koln,",29,", D(R),M(R),FW",3(11),480,0,0.3,13.8,66.3,0.1,0.6,0,6.22
Radamel Falcao,"Rayo Vallecano,",36,", FW",3(9),398,0,0.1,7.8,73.4,0,0.2,0,6.22
Rafael Borré,"Eintracht Frankfurt,",27,", FW",4(10),400,1,0.4,9.9,74.8,0.1,0.4,0,6.22
Vasilios Lampropoulos,"Bochum,",32,", D(C)",5(4),475,0,0,20.4,67.4,0,0.8,0,6.22
Luca Pfeiffer,"Stuttgart,",26,", FW",4(7),404,0,0.7,10.6,61.5,0.1,0.5,0,6.22
Sergi Guardiola,"Real Valladolid,",31,", FW",6(5),381,0,0.2,6.7,59.5,0.1,0.2,0,6.22
Carles Pérez,"Celta Vigo,",24,", AM(CR),FW",7(7),599,2,0.5,11.9,89.8,0,0.3,0,6.22
Lorenzo De Silvestri,"Bologna,",34,", D(R),M(R)",5(4),517,0,0.4,21.8,68.4,0.1,0.6,0,6.22
Ibrahima Koné,"Lorient,",23,", FW",2(12),294,0,0.1,5.1,59.2,0,0.1,0,6.22
M'Baye Niang,"Auxerre,",27,", AM(LR),FW",7(3),561,0,0,12,65,0.1,0.4,0,6.22
Pietro Pellegri,"Torino,",21,", FW",4(7),370,0,0.4,5,76.4,0,0,0,6.21
Toma Basic,"Lazio,",26,", M(C)",3(8),274,0,0.5,12.6,81.3,0.2,0.1,0.1,6.21
Ondrej Duda,"FC Koln,",28,", AM(C),FW",9(4),694,0,0.6,20.3,77.3,0.2,1.1,0,6.21
Robin Gosens,"Inter,",28,", D(L),M(CL)",1(11),235,0,0.3,8.3,84,0.3,0.3,0,6.21
Tommaso Augello,"Sampdoria,",28,", D(L)",12(2),1090,2,0.7,36.4,78.2,0.8,2.1,0,6.21
Yayah Kallon,"Verona,",21,", Forward",3(9),404,0,0.6,7.8,73.1,0.4,0,0,6.21
Lucas Pérez,"Cadiz,",34,", AM(CR),FW",5(8),589,0,0.2,13.9,83.4,0.6,0.5,0,6.2
Benjamin Lecomte,"Espanyol,",31,", GK",10,900,0,0.1,24.7,63.2,0,8.1,0,6.2
Jean-Philippe Mateta,"Crystal Palace,",25,", FW",2(9),276,0,0.4,5.5,67.2,0,0,0,6.2
Hugo Duro,"Valencia,",23,", AM(L),FW",4(6),390,0,0.4,9.9,74.7,0.1,0.1,0,6.2
Mattia Destro,"Empoli,",31,", FW",6(4),459,0,0.4,5.8,55.2,0.1,0.1,0,6.2
Rodrigo Battaglia,"Mallorca,",31,", M(C)",7(4),594,0,0,17.5,83.3,0,0.5,0,6.2
Antonio Sánchez,"Mallorca,",25,", AM(CR)",7(7),579,0,0.1,13.6,81.7,0.2,1,0,6.2
Rubén Alcaraz,"Cadiz,",31,", DMC",5(5),513,0,0.6,23.1,79.2,0.6,2.2,0.1,6.2
Abdou Harroui,"Sassuolo,",24,", DMC,M(R)",2(10),283,0,0.1,10.4,82.4,0.1,0.2,0,6.2
Eddie Nketiah,"Arsenal,",23,", FW",0(12),142,0,0.3,4.2,84,0,0.1,0,6.2
Kelechi Iheanacho,"Leicester,",26,", AM(C),FW",1(9),211,1,0.8,7,81.4,0,0.1,0,6.19
Christian Gytkjær,"Monza,",32,", FW",2(9),331,0,0.2,5.1,67.9,0,0.1,0,6.19
Ryan Gravenberch,"Bayern,",20,", DMC",0(10),175,0,0.2,9.9,85.9,0,0.2,0,6.19
Giacomo Quagliata,"Cremonese,",22,", D(L)",3(9),407,0,0.4,9.8,72,0.6,0.2,0,6.19
Kevin Lasagna,"Verona,",30,", AM(CL),FW",9(4),844,2,0.5,8.9,57.8,0.1,0.1,0,6.19
Jesse Lingard,"Nottingham Forest,",29,", AM(CLR),FW",10(3),814,0,0.8,17.7,80,0.1,0.5,0,6.19
Arne Maier,"Augsburg,",23,", M(C)",6(5),530,0,0.6,18,75.8,0.6,0.6,0,6.19
Dimitrios Nikolaou,"Spezia,",24,", D(C)",13(1),1149,0,0.3,45.6,81.5,0.1,2.7,0,6.19
Jacob Bruun Larsen,"Hoffenheim,",24,", AM(CL),FW",3(8),290,0,0.5,6.5,75,0.2,0,0,6.19
Shon Weissman,"Real Valladolid,",26,", FW",5(6),559,0,0.3,5.6,77.4,0.1,0,0,6.19
Aleix Vidal,"Espanyol,",33,", D(R),M(LR)",4(5),448,0,0.4,13.1,77.1,0.1,0.3,0,6.19
Silvère Ganvoula,"Bochum,",26,", FW",0(9),146,0,0.4,5.3,58.3,0,0,0,6.19
Ibrahima Diallo,"Southampton,",23,", DMC",6(3),452,0,0.1,21.2,80.1,0,0.6,0,6.19
Daniel Ciofani,"Cremonese,",37,", FW",2(10),238,0,0.2,4.4,54.7,0,0.2,0.1,6.18
Nicolás Melamed,"Espanyol,",21,", AM(L)",3(6),176,0,0.2,6.8,83.6,0,0.2,0,6.18
Jordan Larsson,"Schalke,",25,", AM(CR),FW",3(6),336,0,0.3,8.7,74.4,0,0.3,0,6.17
Tete Morente,"Elche,",26,", AM(CLR)",8(3),719,0,0.4,19,84.7,0.3,0.9,0,6.17
Igor Julio,"Fiorentina,",24,", D(C),M(L)",8(2),724,0,0.1,52.4,90.6,0,4.3,0,6.17
Emmanuel Dennis,"Nottingham Forest,",25,", M(LR),FW",3(6),342,1,0.4,9.3,73.8,0.1,0.4,0,6.16
Ismail Jakobs,"Monaco,",23,", D(L),M(L)",3(9),334,0,0.1,14.8,76.3,0.3,0.2,0,6.16
Sada Thioub,"Angers,",27,", M(LR)",4(10),418,1,0.5,13.8,82.9,0.1,0.2,0.1,6.16
Tariq Lamptey,"Brighton,",22,", D(R),M(R)",0(11),181,0,0.2,7.5,81.7,0.3,0.1,0,6.16
Emmanuel Gyasi,"Spezia,",28,", M(LR),FW",13,1045,0,0.6,17.5,81.1,0.1,0.1,0,6.16
Youssouf M'Changama,"Auxerre,",32,", M(C)",3(8),294,0,0.5,14.1,87.1,0.5,1.1,0.1,6.16
Mohamed Bayo,"Lille,",24,", FW",2(7),211,0,0.6,4.9,56.8,0,0.1,0,6.16
Youssef En-Nesyri,"Sevilla,",25,", FW",2(8),354,0,0.1,5.3,56.6,0,0.1,0,6.16
Rémy Dugimont,"Auxerre,",36,", Forward",0(10),101,1,0.3,5.9,67.8,0,0.2,0,6.16
Francesco Caputo,"Sampdoria,",35,", FW",13(2),1100,0,0.6,15.4,71.9,0,0.3,0,6.16
Matteo Cancellieri,"Lazio,",20,", Forward",1(12),184,0,0.2,5,76.9,0.1,0,0,6.15
Salvi Sánchez,"Rayo Vallecano,",31,", AM(R)",3(7),259,0,0.2,7.6,60.5,0.2,0.3,0.1,6.15
Hwang Hee-Chan,"Wolves,",26,", AM(CLR),FW",3(8),322,1,0.2,6,72.7,0.1,0.1,0,6.15
Abdallah Sima,"Angers,",21,", AM(R),FW",6(6),554,0,0.5,9.1,74.3,0.1,0,0,6.15
Joe Gelhardt,"Leeds,",20,", FW",1(10),162,1,0.1,4.6,76.5,0,0,0.1,6.15
Fede San Emeterio,"Cadiz,",25,", DMC",11(2),797,0,0.1,22.7,81.4,0,1.6,0,6.15
Jaime Seoane,"Getafe,",25,", M(C)",2(7),274,0,0.4,7.9,81.7,0,0.6,0.1,6.14
Billal Brahimi,"Nice,",22,", Forward",3(7),323,2,0.5,12.9,85.3,0.5,0.3,0,6.14
Mateusz Klich,"Leeds,",32,", M(C)",0(11),188,0,0.5,9.8,75,0.1,0.2,0,6.14
Andrea Belotti,"Roma,",28,", FW",2(10),360,0,0.5,6.6,69.6,0,0.2,0,6.14
Raoul Bellanova,"Inter,",22,", M(R)",0(9),107,0,0,6.6,89.8,0,0.1,0,6.13
Kristijan Bistrovic,"Lecce,",24,", DMC",5(5),436,0,0.5,10.2,80.4,0.9,0.4,0,6.13
Manolo Gabbiadini,"Sampdoria,",31,", AM(CLR),FW",5(8),573,1,0.4,12.9,67.9,0,0.3,0,6.13
Domingos Quina,"Elche,",23,", M(CL)",2(7),262,0,0.3,14.4,84.6,0.3,0.7,0.1,6.12
Kenan Karaman,"Schalke,",28,", AM(CLR),FW",4(5),358,0,0.2,8.1,68.5,0,0.1,0,6.12
Josan,"Elche,",33,", D(R),M(R)",3(9),389,0,0.3,9.5,81.6,0,0.4,0,6.12
Willian José,"Real Betis,",31,", FW",2(8),264,0,0.3,11.7,82.9,0,0.3,0,6.12
Sébastien Corchia,"Nantes,",32,", D(R),M(R)",2(11),362,0,0.2,9.2,75.8,0.4,0.3,0,6.12
Florent Mollet,"Schalke,",31,", AM(CLR)",4(5),408,0,0.4,15.7,78,0.2,0.3,0,6.11
Patrick Bamford,"Leeds,",29,", AM(CLR),FW",4(6),429,1,0.4,7.9,74.7,0,0,0,6.11
Kevin Spadanuda,"AC Ajaccio,",25,", M(L)",6(4),464,0,0.3,10.7,80.4,0,0.2,0,6.11
Batista Mendy,"Angers,",22,", D(C),DMC",13,1039,0,0.3,37.9,84.4,0.1,1.5,0,6.11
Nils Petersen,"Freiburg,",34,", FW",0(12),151,0,0.1,2.8,52.9,0,0.1,0,6.11
Patrick Osterhage,"Bochum,",22,", M(C)",3(7),337,0,0.3,11.8,66.9,0.1,0.2,0,6.1
Danny Latza,"Schalke,",33,", M(C)",1(8),178,0,0,9.2,75.9,0.1,0.1,0,6.1
Enzo Roco,"Elche,",30,", D(C)",10(1),798,0,0,37,85.5,0,3.1,0.1,6.09
Albin Ekdal,"Spezia,",33,", M(C)",5(6),493,1,0.3,17.8,71.4,0,0.3,0,6.08
Ado Onaiwu,"Toulouse,",27,", Forward",0(12),279,1,0.3,8.4,78.2,0,0,0,6.08
Francisco Portillo,"Almeria,",32,", M(CLR)",1(9),196,0,0.1,13.2,81.8,0.1,0.5,0.2,6.08
Gonzalo Villar,"Sampdoria,",24,", DMC",8(6),659,0,0,25.9,84.3,0.1,0.9,0,6.08
Delano Burgzorg,"Mainz,",24,", AM(L)",0(10),204,1,0.1,3.8,78.9,0,0.1,0,6.07
Fabio Quagliarella,"Sampdoria,",39,", FW",2(10),324,0,0.2,7.5,70,0.1,0.5,0,6.06
Portu,"Getafe,",30,", M(CLR),FW",3(8),378,0,0.4,9.2,79.2,0.5,0.3,0,6.05
Carlos Vinícius,"Fulham,",27,", FW",3(6),325,0,0.3,6.4,58.6,0,0,0.1,6.05
Karamoko Dembele,"Brest,",19,", Forward",0(9),92,0,0.3,4.8,67.4,0.3,0.1,0,6.04
