name,team,age,position,apps,minutesPlayed,shotsTotal,shotOboxTotal,shotSixYardBox,shotPenaltyArea,rating
Lionel Messi,"Paris Saint-Germain,",35,", AM(CR),FW",13,1132,4.3,1.6,0.1,2.6,8.65
Armand Laurienté,"Lorient,",24,", AM(LR),FW",3,269,4.7,2,0.3,2.3,8.61
Neymar,"Paris Saint-Germain,",30,", AM(CLR),FW",14,1085,2.4,0.6,0.2,1.5,7.96
Erling Haaland,"Manchester City,",22,", FW",13,1041,4,0.2,0.9,2.8,7.9
Kylian Mbappé,"Paris Saint-Germain,",23,", AM(LR),FW",14,1146,4.3,0.8,0.1,3.4,7.87
Asmir Begovic,"Everton,",35,", GK",1,90,0,0,0,0,7.82
Kevin De Bruyne,"Manchester City,",31,", M(CLR),FW",14,1135,2.4,1.8,0,0.6,7.76
Martin Terrier,"Rennes,",25,", AM(CL),FW",14,1204,3,0.9,0.2,1.9,7.76
Robert Lewandowski,"Barcelona,",34,", FW",14,1068,3.6,0.4,0.6,2.6,7.73
Joshua Kimmich,"Bayern Munich,",27,", D(CR),DMC,M(R)",15,1277,1.2,0.9,0,0.3,7.67
Rémy Cabella,"Lille,",32,", M(CLR),FW",9,724,1.2,0.2,0.1,0.9,7.65
Jamal Musiala,"Bayern Munich,",19,", M(CL)",14,1000,2.6,0.4,0.4,1.8,7.64
Karim Benzema,"Real Madrid,",34,", FW",7,628,4.9,1.6,0.3,3,7.61
Kieran Trippier,"Newcastle,",32,", D(LR),M(R)",15,1327,0.4,0.4,0,0,7.6
Gabriel Jesus,"Arsenal,",25,", AM(LR),FW",14,1226,3.6,0.1,0.6,2.9,7.59
Sofiane Diop,"Monaco,",22,", AM(CLR)",1,66,2,0,1,1,7.56
Khvicha Kvaratskhelia,"Napoli,",21,", AM(CLR)",12,876,2.8,0.9,0,1.9,7.55
Reiss Nelson,"Arsenal,",22,", M(LR)",2,64,1.5,0,0.5,1,7.48
Harry Kane,"Tottenham,",29,", AM(C),FW",15,1338,3.7,0.8,0.7,2.2,7.47
Marcus Thuram,"Borussia M.Gladbach,",25,", AM(L),FW",15,1350,3.7,0.3,0.3,3.1,7.45
Jude Bellingham,"Borussia Dortmund,",19,", M(CLR)",15,1350,2.1,0.9,0.1,1.1,7.45
Vinícius Júnior,"Real Madrid,",22,", AM(L),FW",14,1231,2.6,0.9,0.1,1.5,7.44
Alexandre Lacazette,"Lyon,",31,", M(CLR),FW",15,1303,3.1,0.7,0.4,2,7.44
Christopher Nkunku,"RB Leipzig,",25,", M(CLR),FW",15,1283,2.9,0.7,0.1,2.1,7.43
Niclas Füllkrug,"Werder Bremen,",29,", FW",14,1219,3.3,1,0.4,1.9,7.42
Aleksandar Mitrovic,"Fulham,",28,", FW",12,1021,4.7,0.7,0.6,3.4,7.42
Enzo Le Fée,"Lorient,",22,", M(CLR)",15,1334,1.3,1,0.1,0.3,7.42
Victor Osimhen,"Napoli,",23,", FW",11,905,4.4,0.5,1.1,2.7,7.42
Sergej Milinkovic-Savic,"Lazio,",27,", AM(C)",14,1157,1.5,0.7,0.1,0.7,7.41
Vincenzo Grifo,"Freiburg,",29,", AM(CL)",15,1130,2.3,1.1,0.1,1.1,7.41
Dango Ouattara,"Lorient,",20,", AM(LR)",14,1197,2.7,1.1,0.4,1.3,7.4
Florian Sotoca,"Lens,",32,", AM(CR),FW",15,1239,2.8,0.6,0.3,1.9,7.4
Rodrygo,"Real Madrid,",21,", AM(CLR),FW",12,914,3.3,1.3,0.3,1.8,7.4
James Maddison,"Leicester,",26,", AM(CLR)",13,1100,3,1.5,0,1.5,7.39
Martin Ødegaard,"Arsenal,",23,", AM(CR)",13,1083,2.3,1.1,0.1,1.2,7.38
Youcef Belaïli,"AC Ajaccio,",30,", AM(L)",5,324,2.6,0.8,0,1.8,7.38
Phil Foden,"Manchester City,",22,", AM(CLR),FW",14,911,1.9,0.4,0.1,1.5,7.37
Paulo Dybala,"Roma,",29,", AM(CR),FW",9,601,2.9,0.9,0.1,1.9,7.36
Michael Gregoritsch,"Freiburg,",28,", AM(CR),FW",15,1128,2.5,0.4,0.3,1.8,7.36
Bukayo Saka,"Arsenal,",21,", D(L),M(CLR)",14,1179,2.1,0.5,0.1,1.4,7.35
Gabriel Martinelli,"Arsenal,",21,", AM(L),FW",14,1187,2.4,0.9,0.2,1.3,7.35
Federico Valverde,"Real Madrid,",24,", M(CLR)",14,1108,2.2,1.4,0.1,0.8,7.35
Rodri,"Manchester City,",26,", D(C),DMC",13,1125,1.5,0.8,0,0.7,7.34
Benjamin André,"Lille,",32,", D(R),M(CLR)",14,1218,0.9,0.3,0,0.6,7.34
Ousmane Dembélé,"Barcelona,",25,", AM(CLR),FW",14,874,2.1,0.6,0.1,1.5,7.33
Bruno Guimarães,"Newcastle,",25,", DMC",12,999,0.8,0.5,0.1,0.3,7.33
Jonathan David,"Lille,",22,", AM(C),FW",15,1331,3.3,0.6,0.2,2.5,7.33
Serge Gnabry,"Bayern Munich,",27,", AM(CLR),FW",15,834,2.7,0.5,0.1,2.1,7.33
Lucas Paquetá,"Lyon,",25,", AM(CLR),FW",2,161,2.5,0,0,2.5,7.32
Amine Gouiri,"Rennes,",22,", AM(L),FW",10,794,2.4,0.3,0.4,1.7,7.32
Rodrigo Bentancur,"Tottenham,",25,", M(C)",14,1186,0.9,0.2,0.1,0.6,7.32
Thomas Müller,"Bayern Munich,",33,", M(CLR),FW",8,589,1.8,0.3,0.3,1.3,7.32
Mikel Merino,"Real Sociedad,",26,", M(C)",14,1129,1.7,0.5,0.1,1.1,7.31
Ivan Toney,"Brentford,",26,", FW",14,1260,2.9,0.4,0.6,1.9,7.3
Eric Choupo-Moting,"Bayern Munich,",33,", M(CLR),FW",10,520,1.5,0.1,0.2,1.2,7.29
Julian Chabot,"FC Koln,",24,", D(C)",2,128,1.5,0,1.5,0,7.28
Luis Díaz,"Liverpool,",25,", AM(L)",8,615,2,0.3,0.3,1.5,7.28
Adrien Rabiot,"Juventus,",27,", DMC,M(L)",11,935,1.2,0.5,0.2,0.5,7.28
Leroy Sané,"Bayern Munich,",26,", M(CLR),FW",13,840,3.1,1.4,0,1.7,7.27
Thomas Partey,"Arsenal,",29,", D(R),M(CR)",11,961,1.1,0.6,0.1,0.4,7.27
Kepa Arrizabalaga,"Chelsea,",28,", GK",6,496,0,0,0,0,7.27
Randal Kolo Muani,"Eintracht Frankfurt,",24,", AM(R),FW",14,1122,2,0.3,0.4,1.3,7.25
Lukas Kübler,"Freiburg,",30,", D(R),M(R)",5,424,1,0,0.2,0.8,7.25
Jonas Hofmann,"Borussia M.Gladbach,",30,", D(R),M(CLR)",13,1155,1.5,0.4,0.1,1.1,7.25
Frenkie de Jong,"Barcelona,",25,", D(C),DMC",13,898,1,0.5,0.1,0.4,7.24
Mário Rui,"Napoli,",31,", D(L),M(L)",12,977,0.5,0.3,0,0.2,7.23
Dominik Szoboszlai,"RB Leipzig,",22,", AM(CLR)",13,953,1.4,0.8,0.1,0.5,7.23
Joelinton,"Newcastle,",26,", AM(CLR),FW",13,1060,1.5,0.3,0.2,0.9,7.22
Konstantinos Mavropanos,"VfB Stuttgart,",24,", D(CR)",13,1149,1.9,0.5,0.4,1.1,7.22
Pedri,"Barcelona,",20,", AM(CL)",14,1030,0.7,0.4,0.1,0.2,7.21
Marco Verratti,"Paris Saint-Germain,",30,", M(C)",14,1060,0.2,0.1,0,0.1,7.21
Willi Orbán,"RB Leipzig,",30,", D(C)",15,1350,1,0,0.2,0.8,7.21
Lorenzo Pellegrini,"Roma,",26,", M(CL)",13,1105,2.5,1.4,0.1,1,7.21
Lautaro Martínez,"Inter,",25,", FW",15,1219,3.4,0.9,0.6,1.9,7.21
Benjamin Pavard,"Bayern Munich,",26,", D(CLR),M(R)",13,1018,1.1,0.7,0.1,0.3,7.21
Roberto Firmino,"Liverpool,",31,", M(CLR),FW",13,937,2.5,0.2,0.5,1.8,7.2
N'Golo Kanté,"Chelsea,",31,", DMC",2,174,1,1,0,0,7.2
Antoine Griezmann,"Atletico Madrid,",31,", AM(CLR),FW",14,772,1.9,0.9,0,1,7.2
Memphis Depay,"Barcelona,",28,", AM(CL),FW",2,116,3,0.5,0,2.5,7.2
Joaquín Blázquez,"Brest,",21,", Goalkeeper",1,90,0,0,0,0,7.19
Michael Zetterer,"Werder Bremen,",27,", GK",1,61,0,0,0,0,7.19
Mattia Zaccagni,"Lazio,",27,", AM(CL),FW",13,1026,1.7,0.3,0.1,1.3,7.19
Miguel Almirón,"Newcastle,",28,", AM(CLR),FW",15,1264,2.5,0.7,0.1,1.6,7.19
Maximilian Arnold,"Wolfsburg,",28,", M(CR)",15,1310,1.1,1,0,0.1,7.19
Brais Méndez,"Real Sociedad,",25,", AM(CR),FW",14,1125,2.1,1.1,0.1,0.9,7.18
Armand Laurienté,"Sassuolo,",24,", AM(LR),FW",9,753,2.1,1.1,0,1,7.18
Frank Anguissa,"Napoli,",27,", M(C)",13,1098,1.8,0.5,0.2,1.2,7.18
Hakan Çalhanoglu,"Inter,",28,", M(CLR),FW",14,1079,1.7,1.3,0,0.4,7.17
Joselu,"Espanyol,",32,", FW",14,1260,2.7,0.4,0.1,2.1,7.17
Aleix García,"Girona,",25,", DMC",14,1247,1.4,1.1,0,0.4,7.17
Sadio Mané,"Bayern Munich,",30,", AM(CLR),FW",14,913,2.9,0.1,0.4,2.4,7.17
Fabian Schär,"Newcastle,",30,", D(C)",14,1245,1.1,0.5,0.1,0.5,7.17
José Gayà,"Valencia,",27,", D(L),M(L)",10,866,1,0.5,0,0.5,7.17
Rafal Gikiewicz,"Augsburg,",35,", GK",11,990,0,0,0,0,7.17
Bruno Fernandes,"Manchester United,",28,", M(CLR)",13,1170,2,1.2,0.1,0.7,7.16
Ante Palaversa,"Troyes,",22,", DMC",1,9,1,0,1,0,7.16
Piotr Zielinski,"Napoli,",28,", M(CLR)",15,917,1.7,0.9,0,0.8,7.16
Ciro Immobile,"Lazio,",32,", FW",11,818,2.5,0.3,0.2,2,7.16
Armando Izzo,"Monza,",30,", D(C)",8,604,0.6,0,0.1,0.5,7.15
Juan Jesus,"Napoli,",31,", D(CL)",6,510,0.7,0,0,0.7,7.15
Daichi Kamada,"Eintracht Frankfurt,",26,", AM(CLR),FW",13,964,1.5,0.5,0.2,0.8,7.15
Aurélien Tchouaméni,"Real Madrid,",22,", DMC",12,903,1.2,0.6,0,0.6,7.15
Gianluigi Donnarumma,"Paris Saint-Germain,",23,", GK",15,1350,0,0,0,0,7.15
João Cancelo,"Manchester City,",28,", D(LR),M(R)",14,1121,1.1,0.6,0,0.4,7.15
Lucas Martínez,"Fiorentina,",26,", D(C)",13,1046,0.9,0.2,0.1,0.7,7.14
Antony,"Manchester United,",22,", AM(R)",6,494,3.3,1.8,0,1.5,7.14
Bernd Leno,"Fulham,",30,", GK",13,1170,0,0,0,0,7.14
Alexander Isak,"Newcastle,",23,", FW",3,244,2.7,0.3,0.3,2,7.14
Nabil Bentaleb,"Angers,",28,", M(C)",12,1074,1.1,0.9,0,0.2,7.14
Gerónimo Rulli,"Villarreal,",30,", GK",14,1260,0,0,0,0,7.14
Vedat Muriqi,"Mallorca,",28,", FW",12,1043,3.1,0.4,0.3,2.3,7.14
Moussa Diaby,"Bayer Leverkusen,",23,", M(CLR),FW",15,1257,1.9,0.5,0,1.3,7.13
Yann Sommer,"Borussia M.Gladbach,",33,", GK",10,900,0,0,0,0,7.13
Dodi Lukébakio,"Hertha Berlin,",25,", AM(CLR),FW",15,1266,2.5,0.9,0.1,1.5,7.13
Baptiste Santamaría,"Rennes,",27,", DMC",7,552,1,0.6,0,0.4,7.13
Bernardo Silva,"Manchester City,",28,", M(CLR),FW",14,1069,1,0.3,0,0.7,7.12
José Luis Palomino,"Atalanta,",32,", D(C)",1,90,2,0,0,2,7.12
Branco van den Boomen,"Toulouse,",27,", DMC",15,1330,1.8,1.4,0.1,0.3,7.12
Andrei Girotto,"Nantes,",30,", D(C),DMC",14,1245,0.7,0.2,0.1,0.4,7.12
Abdou Diallo,"RB Leipzig,",26,", D(CL)",5,437,0.8,0,0.2,0.6,7.12
Rafael Leão,"AC Milan,",23,", AM(L),FW",14,1012,3.6,1.4,0.1,2.1,7.12
Kim Min-Jae,"Napoli,",26,", D(C)",14,1260,0.4,0,0.1,0.2,7.11
Reece James,"Chelsea,",22,", D(CR),DMC,M(R)",7,558,1,0.6,0,0.4,7.11
Yehvann Diouf,"Reims,",23,", GK",8,720,0,0,0,0,7.11
Jules Koundé,"Barcelona,",24,", D(CR)",7,575,0.7,0,0,0.7,7.11
Breel Embolo,"Monaco,",25,", AM(CR),FW",15,1094,1.6,0.1,0.4,1.1,7.1
Ilkay Gündogan,"Manchester City,",32,", M(C)",12,894,1.8,0.8,0.1,0.8,7.1
Jack Grealish,"Manchester City,",27,", AM(CL),FW",8,550,0.9,0.1,0.1,0.6,7.1
Gerard Deulofeu,"Udinese,",28,", AM(CLR),FW",15,1206,2.9,1.1,0.1,1.7,7.1
Ghjuvanni Quilichini,"AC Ajaccio,",20,", Goalkeeper",1,81,0,0,0,0,7.1
Guido Rodríguez,"Real Betis,",28,", DMC",12,1045,0.7,0.5,0,0.2,7.1
Son Heung-Min,"Tottenham,",30,", M(CLR),FW",13,1035,2.8,1.2,0.2,1.5,7.1
Achraf Hakimi,"Paris Saint-Germain,",24,", D(LR),M(R)",14,1076,0.6,0.2,0,0.4,7.09
Terem Moffi,"Lorient,",23,", AM(R),FW",14,1043,1.9,0.2,0.2,1.5,7.09
Romain Del Castillo,"Brest,",26,", AM(LR),FW",9,517,1.7,0.3,0.2,1.1,7.09
Ismaël Bennacer,"AC Milan,",25,", DMC",15,1071,0.4,0.3,0,0.1,7.09
Seko Fofana,"Lens,",27,", M(C)",13,1116,2.3,1.1,0.1,1.2,7.08
Matthias Ginter,"Freiburg,",28,", D(CR),DMC",15,1350,0.6,0.1,0.1,0.4,7.08
Rafael Tolói,"Atalanta,",32,", D(C)",10,857,1,0.1,0.2,0.7,7.08
Adam Ounas,"Lille,",26,", AM(CLR),FW",10,665,1.9,1.1,0,0.8,7.08
Frederik Winther,"Augsburg,",21,", Defender",1,90,0,0,0,0,7.08
Alphonso Davies,"Bayern Munich,",22,", D(L),M(LR)",12,1005,0.6,0.3,0,0.3,7.08
Nuno Mendes,"Paris Saint-Germain,",20,", D(L),M(L)",12,753,0.4,0,0,0.4,7.08
Paulo Otávio,"Wolfsburg,",28,", D(L),M(L)",13,1132,0.7,0.7,0,0,7.07
Pau López,"Marseille,",27,", GK",12,1080,0,0,0,0,7.07
Alassane Plea,"Borussia M.Gladbach,",29,", AM(CLR),FW",11,830,1.4,0.6,0,0.7,7.07
Pierre-Emile Højbjerg,"Tottenham,",27,", M(C)",14,1245,1.1,0.6,0,0.4,7.07
Toni Kroos,"Real Madrid,",32,", M(C)",11,863,1.1,0.9,0,0.2,7.06
Allan Saint-Maximin,"Newcastle,",25,", AM(CLR),FW",7,378,1.7,0.9,0.1,0.7,7.06
Florian Kainz,"FC Koln,",30,", AM(CLR)",14,1043,2.1,1,0.1,1.1,7.06
Nathan Ngoumou,"Toulouse,",22,", Midfielder",1,90,0,0,0,0,7.06
Casemiro,"Manchester United,",30,", DMC",11,709,0.8,0.5,0,0.3,7.06
Wilfried Zaha,"Crystal Palace,",30,", AM(LR),FW",13,1149,2.7,0.8,0.1,1.8,7.06
Jeremie Frimpong,"Bayer Leverkusen,",21,", D(R),M(R)",15,1182,1,0.1,0.1,0.9,7.06
Florian Tardieu,"Troyes,",30,", M(C)",11,880,1,0.5,0,0.5,7.05
Alexis Mac Allister,"Brighton,",23,", M(CL),FW",14,1257,1.9,1.6,0,0.3,7.05
Vito Mannone,"Lorient,",34,", GK",2,167,0,0,0,0,7.05
Leon Goretzka,"Bayern Munich,",27,", M(CR)",11,706,2,1,0,1,7.05
Leandro Trossard,"Brighton,",28,", M(CLR),FW",14,1183,2.6,0.4,0.1,2.1,7.05
Callum Wilson,"Newcastle,",30,", FW",11,795,2.5,0.2,0.6,1.7,7.05
Yeray Álvarez,"Athletic Bilbao,",27,", D(C)",12,1058,0.4,0.2,0.1,0.2,7.04
Pascal Struijk,"Leeds,",23,", D(CL),DMC",13,1165,0.8,0.1,0.1,0.6,7.04
Aleksandr Golovin,"Monaco,",26,", M(CLR)",14,969,1.9,1,0,0.9,7.04
Ivan Provedel,"Lazio,",28,", GK",15,1342,0,0,0,0,7.04
Federico Gatti,"Juventus,",24,", D(C)",4,360,0.5,0,0,0.5,7.04
Felipe Anderson,"Lazio,",29,", M(CLR),FW",15,1226,1,0.3,0.1,0.7,7.03
Nicolò Barella,"Inter,",25,", AM(C)",15,1288,0.9,0.4,0,0.5,7.03
Thiago Silva,"Chelsea,",38,", D(C)",12,1073,0.5,0.1,0,0.4,7.03
Jonathan Clauss,"Marseille,",30,", D(R),M(R)",14,1112,1.4,0.4,0,0.9,7.03
Ardian Ismajli,"Empoli,",26,", D(C)",11,935,0.5,0.1,0,0.4,7.03
Téji Savanier,"Montpellier,",30,", M(C)",12,1024,2.1,1.7,0,0.4,7.03
Juan Cuadrado,"Juventus,",34,", D(R),M(CLR),FW",14,1029,1.1,0.4,0,0.7,7.03
Granit Xhaka,"Arsenal,",30,", D(L),M(C)",14,1169,1.1,0.5,0.1,0.5,7.03
Alisson,"Liverpool,",30,", GK",14,1260,0,0,0,0,7.03
Jaka Bijol,"Udinese,",23,", D(C),M(C),FW",12,941,0.3,0,0.1,0.3,7.03
Alessio Romagnoli,"Lazio,",27,", D(CL)",14,1195,0.5,0.1,0.1,0.3,7.03
Enes Ünal,"Getafe,",25,", FW",14,1220,2.2,0.6,0.1,1.6,7.03
Ramy Bensebaïni,"Borussia M.Gladbach,",27,", D(CL),DMC,M(L)",14,1251,1.6,0.4,0.1,1.1,7.02
Fabiano Parisi,"Empoli,",22,", D(L)",14,1222,0.9,0.5,0.1,0.3,7.02
Manuel Locatelli,"Juventus,",24,", M(C)",12,978,0.9,0.9,0,0,7.02
Frederik Rønnow,"Union Berlin,",30,", GK",11,990,0,0,0,0,7.02
Mama Baldé,"Troyes,",27,", D(R),M(CLR),FW",15,1212,2.9,0.8,0,2.1,7.02
Nico Schlotterbeck,"Borussia Dortmund,",23,", D(C)",15,1285,0.5,0.2,0.1,0.2,7.02
Benjamin Bourigeaud,"Rennes,",28,", M(CLR)",15,1190,1.5,0.7,0.1,0.7,7.02
Theo Hernández,"AC Milan,",25,", D(L),M(L)",13,1155,2.2,1.5,0.2,0.6,7.01
Mats Hummels,"Borussia Dortmund,",33,", D(C)",13,1062,0.4,0,0.1,0.3,7.01
Rasmus Nicolaisen,"Toulouse,",25,", D(C)",14,1197,0.4,0,0,0.4,7.01
Mitchell Weiser,"Werder Bremen,",28,", D(R),M(R)",15,1290,0.9,0.4,0.1,0.4,7.01
Ibañez,"Roma,",24,", D(C)",15,1350,0.6,0.1,0.2,0.3,7.01
Dusan Vlahovic,"Juventus,",22,", FW",10,854,3.1,0.4,0.4,2.3,7
Sergi Darder,"Espanyol,",28,", M(CL)",14,1235,1.3,0.9,0.1,0.4,7
Rúben Neves,"Wolverhampton,",25,", DMC",14,1260,1.9,1.6,0,0.3,7
Anton Stach,"Mainz 05,",24,", M(C)",13,1018,1.5,0.8,0,0.7,7
Alejandro Balde,"Barcelona,",19,", D(LR)",12,973,0.5,0.3,0,0.2,7
Caio Henrique,"Monaco,",25,", D(L),M(CL)",13,1086,0.5,0.5,0,0.1,7
Diogo Dalot,"Manchester United,",23,", D(LR),M(R)",13,1166,0.8,0.3,0.1,0.4,7
Isi Palazón,"Rayo Vallecano,",27,", AM(R)",13,997,2.3,1.5,0.1,0.8,7
Julian Brandt,"Borussia Dortmund,",26,", M(CLR),FW",15,1060,0.9,0.2,0,0.7,6.99
Nicolás Tagliafico,"Lyon,",30,", D(CL),M(L)",15,1329,0.7,0.2,0.1,0.3,6.99
Eberechi Eze,"Crystal Palace,",24,", AM(CLR)",14,1148,1.9,1.2,0.1,0.6,6.99
James Tarkowski,"Everton,",30,", D(C)",15,1350,0.7,0,0.1,0.5,6.99
Wataru Endo,"VfB Stuttgart,",29,", DMC",14,1215,1.6,0.6,0.1,0.8,6.99
Axel Disasi,"Monaco,",24,", D(C)",15,1350,0.7,0.1,0,0.5,6.99
Ben Mee,"Brentford,",33,", D(CL)",14,1210,0.7,0,0.2,0.5,6.99
Iago Aspas,"Celta Vigo,",35,", AM(CR),FW",14,1121,2,0.8,0.1,1.1,6.99
Wout Faes,"Leicester,",24,", D(C)",9,810,0.3,0,0,0.3,6.99
Jean-Ricner Bellegarde,"Strasbourg,",24,", M(CLR)",15,1300,1.1,0.7,0,0.3,6.99
Amir Rrahmani,"Napoli,",28,", D(CL)",8,712,1,0.3,0.1,0.6,6.99
Marvin Ducksch,"Werder Bremen,",28,", FW",15,1307,2.8,0.8,0.1,1.9,6.98
Kevin Danso,"Lens,",24,", D(C)",15,1350,0.6,0.1,0,0.5,6.98
Mohamed Salah,"Liverpool,",30,", AM(CLR),FW",14,1239,3.6,0.8,0.2,2.6,6.98
Teun Koopmeiners,"Atalanta,",24,", D(C),M(C)",15,1296,1.8,1.1,0.1,0.7,6.98
Danilo,"Juventus,",31,", D(CLR),DMC",15,1272,0.6,0.1,0,0.5,6.98
Koen Casteels,"Wolfsburg,",30,", GK",15,1350,0,0,0,0,6.98
Darwin Núñez,"Liverpool,",23,", AM(CL),FW",10,606,3.9,0.9,0.6,2.4,6.98
Lee Kang-In,"Mallorca,",21,", AM(CLR),FW",14,1097,1.4,0.6,0.1,0.7,6.97
Gabriel Magalhães,"Arsenal,",24,", D(C)",14,1260,0.9,0.3,0.2,0.4,6.97
Jonathan Bamba,"Lille,",26,", AM(CLR),FW",15,1256,2,0.7,0.2,1.1,6.97
Dejan Kulusevski,"Tottenham,",22,", AM(CR),FW",9,615,1.4,0.4,0,1,6.97
Jordan Pickford,"Everton,",28,", GK",14,1260,0,0,0,0,6.97
Gaëtan Laborde,"Nice,",28,", AM(CLR),FW",10,735,1.8,0.4,0.1,1.3,6.97
Daniel Parejo,"Villarreal,",33,", M(C)",14,1230,0.8,0.8,0,0,6.97
Alexis Flips,"Reims,",22,", M(CR)",11,645,1.4,1.1,0,0.3,6.97
Youri Tielemans,"Leicester,",25,", M(C)",15,1172,1.1,0.9,0,0.1,6.97
Dayot Upamecano,"Bayern Munich,",24,", D(C)",15,1342,0.3,0,0,0.3,6.97
Alfonso Pedraza,"Villarreal,",26,", D(L),M(L)",10,808,1.5,0.5,0,1,6.97
Samuel Lino,"Valencia,",22,", AM(LR),FW",14,1216,2.7,0.7,0,2,6.97
Danilho Doekhi,"Union Berlin,",24,", D(C)",6,535,0.2,0,0,0.2,6.97
Sheraldo Becker,"Union Berlin,",27,", AM(CLR),FW",15,1066,1.6,0.7,0,0.9,6.96
Rodrigo,"Leeds,",31,", M(CLR),FW",13,895,3,0.7,0.3,2,6.96
Alex Berenguer,"Athletic Bilbao,",27,", D(LR),M(CLR),FW",13,1032,2,0.6,0.1,1.3,6.96
Vinicius Souza,"Espanyol,",23,", DMC",14,1194,0.3,0.3,0,0,6.96
Giovanni Di Lorenzo,"Napoli,",29,", D(CLR),M(R)",15,1339,0.8,0.1,0.1,0.7,6.96
Moussa Niakhaté,"Nottingham Forest,",26,", D(CL)",2,162,1.5,0,0,1.5,6.96
Iñaki Williams,"Athletic Bilbao,",28,", AM(CLR),FW",14,1149,2.4,0.5,0.1,1.8,6.96
Declan Rice,"West Ham,",23,", D(C),DMC",15,1350,1.2,0.9,0,0.3,6.96
Fikayo Tomori,"AC Milan,",24,", D(CR)",15,1284,0.3,0.1,0.1,0.1,6.96
Davide Calabria,"AC Milan,",26,", D(LR),M(R)",7,523,0.7,0.4,0,0.3,6.96
Rony Lopes,"Troyes,",26,", AM(CLR),FW",11,644,2.1,1,0.1,1,6.95
Rodrigo Becão,"Udinese,",26,", D(C)",9,783,0.6,0,0.2,0.3,6.95
Ronald Araújo,"Barcelona,",23,", D(CR)",6,511,0.5,0.2,0.2,0.2,6.95
Juanmi,"Real Betis,",29,", AM(CLR),FW",4,315,1.8,0.5,0.5,0.8,6.95
Nico Williams,"Athletic Bilbao,",20,", AM(R)",14,1076,1.7,0.6,0.1,1.1,6.95
Ozan Kabak,"Hoffenheim,",22,", D(C)",14,1257,1.1,0.2,0,0.9,6.95
João Palhinha,"Fulham,",27,", DMC",14,1253,1.1,0.3,0.1,0.7,6.95
Azor Matusiwa,"Reims,",24,", DMC",9,785,0.3,0.3,0,0,6.95
Jeremías Ledesma,"Cadiz,",29,", GK",14,1260,0,0,0,0,6.95
Nuno Tavares,"Marseille,",22,", D(L),M(L)",14,1102,2,1,0.1,0.9,6.95
Alexander Sørloth,"Real Sociedad,",27,", AM(R),FW",10,825,2.4,0.5,0.7,1.2,6.95
Rafael Ratão,"Toulouse,",27,", AM(R)",11,717,0.9,0.2,0.3,0.5,6.95
Jordi Alba,"Barcelona,",33,", D(L),M(L)",10,683,0.5,0.4,0,0.1,6.95
Luka Modric,"Real Madrid,",37,", M(C)",13,934,1.4,0.6,0.1,0.7,6.95
Patrick Wimmer,"Wolfsburg,",21,", AM(R)",8,521,0.8,0.1,0,0.6,6.94
Edin Dzeko,"Inter,",36,", FW",15,937,2.4,0.5,0.6,1.3,6.94
Sofiane Boufal,"Angers,",29,", AM(CLR),FW",11,720,2,1.1,0,0.9,6.94
Stefano Sensi,"Monza,",27,", AM(C)",13,942,1,0.9,0,0.1,6.94
Federico Fazio,"Salernitana,",35,", D(C)",9,810,1.1,0,0.1,1,6.94
Maxime Dupé,"Toulouse,",29,", GK",15,1350,0,0,0,0,6.94
Jordan Siebatcheu,"Union Berlin,",26,", FW",13,852,1.6,0.2,0.1,1.4,6.94
Wissam Ben Yedder,"Monaco,",32,", AM(C),FW",13,814,1.7,0.2,0,1.5,6.94
Marcus Tavernier,"Bournemouth,",23,", M(CLR)",15,1289,1.7,0.5,0,1.1,6.94
Ritsu Doan,"Freiburg,",24,", AM(CLR),FW",15,1079,1.7,0.6,0.1,1,6.94
Álvaro Morata,"Atletico Madrid,",30,", AM(L),FW",14,853,2.1,0.4,0.2,1.5,6.94
Stanislav Lobotka,"Napoli,",28,", DMC",15,1217,0.2,0.1,0,0.1,6.93
Ludovic Blas,"Nantes,",24,", M(CLR),FW",15,1142,3,1.9,0,1.1,6.93
Malo Gusto,"Lyon,",19,", D(R),M(R)",14,1218,0.4,0.2,0,0.2,6.93
Claudio Bravo,"Real Betis,",39,", GK",2,180,0,0,0,0,6.93
Luca Ranieri,"Fiorentina,",23,", D(L),M(L)",1,90,0,0,0,0,6.93
Jonas Hector,"FC Koln,",32,", D(L),M(CL)",13,1160,0.8,0.4,0.2,0.2,6.93
Willian,"Fulham,",34,", AM(CLR)",8,567,1.5,0.5,0,1,6.93
Karl Toko-Ekambi,"Lyon,",30,", AM(LR),FW",15,1029,1.9,0.5,0.1,1.3,6.93
Giacomo Bonaventura,"Fiorentina,",33,", M(CLR)",12,933,2.3,1.1,0,1.2,6.93
Tetê,"Lyon,",22,", AM(R)",13,879,1.9,0.7,0.2,1.1,6.93
Philip Billing,"Bournemouth,",26,", M(C)",15,1143,0.9,0.2,0,0.7,6.92
Jordi Masip,"Real Valladolid,",33,", GK",9,810,0,0,0,0,6.92
Guglielmo Vicario,"Empoli,",26,", GK",15,1350,0,0,0,0,6.92
Wojciech Szczesny,"Juventus,",32,", GK",9,763,0,0,0,0,6.92
Youssouf Fofana,"Monaco,",23,", DMC",14,1166,1.1,0.8,0.2,0.1,6.92
Youcef Atal,"Nice,",26,", D(R),M(R)",12,623,0.8,0.2,0.1,0.5,6.92
